SCH_YEAR,DIST_NAME,SCH_NAME,DISAGG_LABEL,FOUR_YR_GRADRATE,,,,,,,,,,,,
20122013,Fayette County,Henry Clay High School,Gap Group (non-duplicated),84.5,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,All Students,91.5,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,Male,88.4,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,Female,95.1,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,White (Non-Hispanic),92.5,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,African American,92.3,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,Hispanic,81.5,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,Asian,92.6,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,Two or more races,100.0,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,Migrant,***,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,Limited English Proficiency,66.7,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,Free/Reduced-Price Meals,84.1,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,Disability-With IEP (Total),72.7,,,,,,,,,,,,
20122013,Fayette County,Lafayette High School,Gap Group (non-duplicated),83.2,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,All Students,88.0,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,Male,84.1,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,Female,91.9,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,White (Non-Hispanic),92.2,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,African American,86.1,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,Hispanic,73.9,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,Asian,94.4,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,Two or more races,***,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,Migrant,***,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,Limited English Proficiency,68.8,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,Free/Reduced-Price Meals,80.6,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,Disability-With IEP (Total),85.3,,,,,,,,,,,,
20122013,Fayette County,Paul Laurence Dunbar High School,Gap Group (non-duplicated),80.6,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,All Students,84.1,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,Male,75.6,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,Female,92.2,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,White (Non-Hispanic),84.1,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,African American,83.8,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,Hispanic,80.0,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,Asian,***,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,Two or more races,92.3,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,Migrant,***,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,Free/Reduced-Price Meals,76.0,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,Disability-With IEP (Total),72.2,,,,,,,,,,,,
20122013,Fayette County,Tates Creek High School,Gap Group (non-duplicated),78.0,,,,,,,,,,,,
20122013,Fayette County,--District Total--,All Students,82.7,,,,,,,,,,,,
20122013,Fayette County,--District Total--,Male,79.0,,,,,,,,,,,,
20122013,Fayette County,--District Total--,Female,87.0,,,,,,,,,,,,
20122013,Fayette County,--District Total--,White (Non-Hispanic),84.6,,,,,,,,,,,,
20122013,Fayette County,--District Total--,African American,80.4,,,,,,,,,,,,
20122013,Fayette County,--District Total--,Hispanic,73.9,,,,,,,,,,,,
20122013,Fayette County,--District Total--,Asian,94.4,,,,,,,,,,,,
20122013,Fayette County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Fayette County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Fayette County,--District Total--,Two or more races,81.8,,,,,,,,,,,,
20122013,Fayette County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Fayette County,--District Total--,Limited English Proficiency,67.9,,,,,,,,,,,,
20122013,Fayette County,--District Total--,Free/Reduced-Price Meals,74.6,,,,,,,,,,,,
20122013,Fayette County,--District Total--,Disability-With IEP (Total),70.5,,,,,,,,,,,,
20122013,Fayette County,--District Total--,Gap Group (non-duplicated),75.6,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,All Students,94.2,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,Male,90.8,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,Female,97.6,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,White (Non-Hispanic),94.0,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,African American,***,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,Hispanic,***,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,Asian,***,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,Two or more races,***,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,Migrant,***,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,Free/Reduced-Price Meals,91.8,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,Disability-With IEP (Total),80.0,,,,,,,,,,,,
20122013,Fleming County,Fleming County High School,Gap Group (non-duplicated),91.9,,,,,,,,,,,,
20122013,Fleming County,--District Total--,All Students,94.2,,,,,,,,,,,,
20122013,Fleming County,--District Total--,Male,90.8,,,,,,,,,,,,
20122013,Fleming County,--District Total--,Female,97.6,,,,,,,,,,,,
20122013,Fleming County,--District Total--,White (Non-Hispanic),94.0,,,,,,,,,,,,
20122013,Fleming County,--District Total--,African American,***,,,,,,,,,,,,
20122013,Fleming County,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Fleming County,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Fleming County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Fleming County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Fleming County,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Fleming County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Fleming County,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Fleming County,--District Total--,Free/Reduced-Price Meals,91.8,,,,,,,,,,,,
20122013,Fleming County,--District Total--,Disability-With IEP (Total),80.0,,,,,,,,,,,,
20122013,Fleming County,--District Total--,Gap Group (non-duplicated),91.9,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,All Students,91.2,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,Male,91.1,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,Female,91.4,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,White (Non-Hispanic),91.2,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,African American,***,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,Hispanic,***,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,Asian,***,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,Two or more races,***,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,Migrant,***,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,Free/Reduced-Price Meals,92.4,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,Disability-With IEP (Total),78.6,,,,,,,,,,,,
20122013,Floyd County,Allen Central High School,Gap Group (non-duplicated),92.8,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,All Students,89.6,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,Male,91.2,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,Female,89.6,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,White (Non-Hispanic),90.4,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,African American,***,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,Hispanic,***,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,Asian,***,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,Two or more races,***,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,Migrant,***,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,Free/Reduced-Price Meals,94.3,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,Disability-With IEP (Total),73.3,,,,,,,,,,,,
20122013,Floyd County,Betsy Layne High School,Gap Group (non-duplicated),91.7,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,All Students,93.8,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,Male,96.6,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,Female,90.3,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,White (Non-Hispanic),93.6,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,African American,***,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,Hispanic,***,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,Asian,***,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,Two or more races,***,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,Migrant,***,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,Free/Reduced-Price Meals,95.4,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,Disability-With IEP (Total),88.9,,,,,,,,,,,,
20122013,Floyd County,Prestonsburg High School,Gap Group (non-duplicated),93.6,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,All Students,93.4,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,Male,87.5,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,Female,100.0,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,White (Non-Hispanic),93.3,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,African American,***,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,Hispanic,***,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,Asian,***,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,Two or more races,***,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,Migrant,***,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,Free/Reduced-Price Meals,92.3,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,Disability-With IEP (Total),85.7,,,,,,,,,,,,
20122013,Floyd County,South Floyd High School,Gap Group (non-duplicated),92.6,,,,,,,,,,,,
20122013,Floyd County,--District Total--,All Students,90.1,,,,,,,,,,,,
20122013,Floyd County,--District Total--,Male,91.1,,,,,,,,,,,,
20122013,Floyd County,--District Total--,Female,89.3,,,,,,,,,,,,
20122013,Floyd County,--District Total--,White (Non-Hispanic),90.2,,,,,,,,,,,,
20122013,Floyd County,--District Total--,African American,***,,,,,,,,,,,,
20122013,Floyd County,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Floyd County,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Floyd County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Floyd County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Floyd County,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Floyd County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Floyd County,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Floyd County,--District Total--,Free/Reduced-Price Meals,91.9,,,,,,,,,,,,
20122013,Floyd County,--District Total--,Disability-With IEP (Total),81.0,,,,,,,,,,,,
20122013,Floyd County,--District Total--,Gap Group (non-duplicated),91.0,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,All Students,94.7,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,Male,94.7,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,Female,94.7,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,White (Non-Hispanic),94.4,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,African American,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,Hispanic,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,Asian,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,Two or more races,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,Migrant,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,Free/Reduced-Price Meals,93.1,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,Disability-With IEP (Total),90.9,,,,,,,,,,,,
20122013,Fort Thomas Independent,Highlands High School,Gap Group (non-duplicated),92.7,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,All Students,94.7,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,Male,94.7,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,Female,94.7,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,White (Non-Hispanic),94.4,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,African American,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,Free/Reduced-Price Meals,93.1,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,Disability-With IEP (Total),90.9,,,,,,,,,,,,
20122013,Fort Thomas Independent,--District Total--,Gap Group (non-duplicated),92.7,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,All Students,89.4,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,Male,88.0,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,Female,90.9,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,White (Non-Hispanic),88.6,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,African American,100.0,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,Hispanic,***,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,Asian,***,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,Two or more races,***,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,Migrant,***,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,Free/Reduced-Price Meals,78.9,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Frankfort Independent,Frankfort High School,Gap Group (non-duplicated),79.2,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,All Students,85.5,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,Male,80.5,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,Female,92.9,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,White (Non-Hispanic),83.0,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,African American,100.0,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,Free/Reduced-Price Meals,83.3,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Frankfort Independent,--District Total--,Gap Group (non-duplicated),77.8,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,All Students,85.4,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,Male,83.8,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,Female,87.6,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,White (Non-Hispanic),85.5,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,African American,83.3,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,Hispanic,81.8,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,Asian,***,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,Two or more races,81.8,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,Migrant,***,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,Free/Reduced-Price Meals,79.4,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,Disability-With IEP (Total),81.3,,,,,,,,,,,,
20122013,Franklin County,Franklin County High School,Gap Group (non-duplicated),79.6,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,All Students,80.3,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,Male,78.6,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,Female,82.0,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,White (Non-Hispanic),80.2,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,African American,66.7,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,Hispanic,***,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,Asian,***,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,Two or more races,***,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,Migrant,***,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,Free/Reduced-Price Meals,80.6,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,Disability-With IEP (Total),70.6,,,,,,,,,,,,
20122013,Franklin County,Western Hills High School,Gap Group (non-duplicated),78.7,,,,,,,,,,,,
20122013,Franklin County,--District Total--,All Students,83.3,,,,,,,,,,,,
20122013,Franklin County,--District Total--,Male,81.1,,,,,,,,,,,,
20122013,Franklin County,--District Total--,Female,85.9,,,,,,,,,,,,
20122013,Franklin County,--District Total--,White (Non-Hispanic),83.1,,,,,,,,,,,,
20122013,Franklin County,--District Total--,African American,77.8,,,,,,,,,,,,
20122013,Franklin County,--District Total--,Hispanic,83.3,,,,,,,,,,,,
20122013,Franklin County,--District Total--,Asian,100.0,,,,,,,,,,,,
20122013,Franklin County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Franklin County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Franklin County,--District Total--,Two or more races,89.5,,,,,,,,,,,,
20122013,Franklin County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Franklin County,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Franklin County,--District Total--,Free/Reduced-Price Meals,80.9,,,,,,,,,,,,
20122013,Franklin County,--District Total--,Disability-With IEP (Total),74.3,,,,,,,,,,,,
20122013,Franklin County,--District Total--,Gap Group (non-duplicated),79.8,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,All Students,97.7,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,Male,95.8,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,Female,100.0,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,White (Non-Hispanic),96.6,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,African American,100.0,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,Hispanic,***,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,Asian,***,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,Two or more races,***,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,Migrant,***,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,Free/Reduced-Price Meals,97.3,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Fulton County,Fulton County High School,Gap Group (non-duplicated),97.3,,,,,,,,,,,,
20122013,Fulton County,--District Total--,All Students,97.7,,,,,,,,,,,,
20122013,Fulton County,--District Total--,Male,95.8,,,,,,,,,,,,
20122013,Fulton County,--District Total--,Female,100.0,,,,,,,,,,,,
20122013,Fulton County,--District Total--,White (Non-Hispanic),96.6,,,,,,,,,,,,
20122013,Fulton County,--District Total--,African American,100.0,,,,,,,,,,,,
20122013,Fulton County,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Fulton County,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Fulton County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Fulton County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Fulton County,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Fulton County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Fulton County,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Fulton County,--District Total--,Free/Reduced-Price Meals,97.3,,,,,,,,,,,,
20122013,Fulton County,--District Total--,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Fulton County,--District Total--,Gap Group (non-duplicated),97.3,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,All Students,80.6,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,Male,84.6,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,Female,70.0,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,White (Non-Hispanic),75.0,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,African American,84.6,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,Hispanic,***,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,Asian,***,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,Two or more races,***,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,Migrant,***,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,Free/Reduced-Price Meals,83.3,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Fulton Independent,Fulton Independent School,Gap Group (non-duplicated),80.6,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,All Students,80.6,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,Male,84.6,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,Female,70.0,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,White (Non-Hispanic),75.0,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,African American,84.6,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,Free/Reduced-Price Meals,83.3,,,,,,,,,,,,
20122013,Fulton Independent,--District Total--,Disability-With IEP (Total),***,,,,,,,,,,,,
