SCH_YEAR,SCH_CD,DIST_NAME,SCH_NAME,DISAGG_LABEL,FOUR_YEAR_GRADRATE
20112012,125100,Clay County,Clay County High School,African American,***
20112012,125100,Clay County,Clay County High School,Hispanic,***
20112012,125100,Clay County,Clay County High School,Asian,***
20112012,125100,Clay County,Clay County High School,American Indian or Alaska Native,***
20112012,125100,Clay County,Clay County High School,Two or more races,***
20112012,125,Clay County,--District Total--,All Students,67.8
20112012,125,Clay County,--District Total--,Male,66.5
20112012,125,Clay County,--District Total--,Female,69.5
20112012,125,Clay County,--District Total--,White (Non-Hispanic),67.2
20112012,125,Clay County,--District Total--,African American,***
20112012,125,Clay County,--District Total--,Hispanic,***
20112012,125,Clay County,--District Total--,Asian,***
20112012,125,Clay County,--District Total--,American Indian or Alaska Native,***
20112012,125,Clay County,--District Total--,Two or more races,***
20112012,131050,Clinton County,Clinton County High School,All Students,76.5
20112012,131050,Clinton County,Clinton County High School,Male,66.7
20112012,131050,Clinton County,Clinton County High School,Female,85.5
20112012,131050,Clinton County,Clinton County High School,White (Non-Hispanic),77.0
20112012,131050,Clinton County,Clinton County High School,African American,***
20112012,131050,Clinton County,Clinton County High School,Hispanic,***
20112012,131050,Clinton County,Clinton County High School,Asian,***
20112012,131050,Clinton County,Clinton County High School,American Indian or Alaska Native,***
20112012,131050,Clinton County,Clinton County High School,Two or more races,***
20112012,131,Clinton County,--District Total--,All Students,68.6
20112012,131,Clinton County,--District Total--,Male,53.7
20112012,131,Clinton County,--District Total--,Female,85.5
20112012,131,Clinton County,--District Total--,White (Non-Hispanic),70.7
20112012,131,Clinton County,--District Total--,African American,***
20112012,131,Clinton County,--District Total--,Hispanic,***
20112012,131,Clinton County,--District Total--,Asian,***
20112012,131,Clinton County,--District Total--,American Indian or Alaska Native,***
20112012,131,Clinton County,--District Total--,Two or more races,***
20112012,132010,Cloverport Independent,Frederick Fraize High School,All Students,88.9
20112012,132010,Cloverport Independent,Frederick Fraize High School,Male,***
20112012,132010,Cloverport Independent,Frederick Fraize High School,Female,***
20112012,132010,Cloverport Independent,Frederick Fraize High School,White (Non-Hispanic),***
20112012,132010,Cloverport Independent,Frederick Fraize High School,African American,***
20112012,132010,Cloverport Independent,Frederick Fraize High School,Hispanic,***
20112012,132010,Cloverport Independent,Frederick Fraize High School,Asian,***
20112012,132010,Cloverport Independent,Frederick Fraize High School,American Indian or Alaska Native,***
20112012,132010,Cloverport Independent,Frederick Fraize High School,Two or more races,***
20112012,132,Cloverport Independent,--District Total--,All Students,88.9
20112012,132,Cloverport Independent,--District Total--,Male,***
20112012,132,Cloverport Independent,--District Total--,Female,***
20112012,132,Cloverport Independent,--District Total--,White (Non-Hispanic),***
20112012,132,Cloverport Independent,--District Total--,African American,***
20112012,132,Cloverport Independent,--District Total--,Hispanic,***
20112012,132,Cloverport Independent,--District Total--,Asian,***
20112012,132,Cloverport Independent,--District Total--,American Indian or Alaska Native,***
20112012,132,Cloverport Independent,--District Total--,Two or more races,***
20112012,133040,Corbin Independent,Corbin High School,All Students,92.1
20112012,133040,Corbin Independent,Corbin High School,Male,97.7
20112012,133040,Corbin Independent,Corbin High School,Female,87.2
20112012,133040,Corbin Independent,Corbin High School,White (Non-Hispanic),91.5
20112012,133040,Corbin Independent,Corbin High School,African American,***
20112012,133040,Corbin Independent,Corbin High School,Hispanic,***
20112012,133040,Corbin Independent,Corbin High School,Asian,***
20112012,133040,Corbin Independent,Corbin High School,American Indian or Alaska Native,***
20112012,133040,Corbin Independent,Corbin High School,Two or more races,***
20112012,133,Corbin Independent,--District Total--,All Students,92.7
20112012,133,Corbin Independent,--District Total--,Male,95.1
20112012,133,Corbin Independent,--District Total--,Female,90.5
20112012,133,Corbin Independent,--District Total--,White (Non-Hispanic),92.1
20112012,133,Corbin Independent,--District Total--,African American,***
20112012,133,Corbin Independent,--District Total--,Hispanic,***
20112012,133,Corbin Independent,--District Total--,Asian,***
20112012,133,Corbin Independent,--District Total--,American Indian or Alaska Native,***
20112012,133,Corbin Independent,--District Total--,Two or more races,***
20112012,134019,Covington Independent,Holmes High School,All Students,61.8
20112012,134019,Covington Independent,Holmes High School,Male,47.9
20112012,134019,Covington Independent,Holmes High School,Female,79.1
20112012,134019,Covington Independent,Holmes High School,White (Non-Hispanic),55.5
20112012,134019,Covington Independent,Holmes High School,African American,76.5
20112012,134019,Covington Independent,Holmes High School,Hispanic,***
20112012,134019,Covington Independent,Holmes High School,Asian,***
20112012,134019,Covington Independent,Holmes High School,American Indian or Alaska Native,***
20112012,134019,Covington Independent,Holmes High School,Two or more races,***
20112012,134,Covington Independent,--District Total--,All Students,55.0
20112012,134,Covington Independent,--District Total--,Male,40.6
20112012,134,Covington Independent,--District Total--,Female,75.1
20112012,134,Covington Independent,--District Total--,White (Non-Hispanic),47.7
20112012,134,Covington Independent,--District Total--,African American,71.7
20112012,134,Covington Independent,--District Total--,Hispanic,***
20112012,134,Covington Independent,--District Total--,Asian,***
20112012,134,Covington Independent,--District Total--,American Indian or Alaska Native,***
20112012,134,Covington Independent,--District Total--,Two or more races,***
20112012,135020,Crittenden County,Crittenden County High School,All Students,86.6
20112012,135020,Crittenden County,Crittenden County High School,Male,76.9
20112012,135020,Crittenden County,Crittenden County High School,Female,96.8
20112012,135020,Crittenden County,Crittenden County High School,White (Non-Hispanic),87.3
20112012,135020,Crittenden County,Crittenden County High School,African American,***
20112012,135020,Crittenden County,Crittenden County High School,Hispanic,***
20112012,135020,Crittenden County,Crittenden County High School,Asian,***
20112012,135020,Crittenden County,Crittenden County High School,American Indian or Alaska Native,***
20112012,135020,Crittenden County,Crittenden County High School,Two or more races,***
20112012,135,Crittenden County,--District Total--,All Students,86.3
20112012,135,Crittenden County,--District Total--,Male,76.3
20112012,135,Crittenden County,--District Total--,Female,96.8
20112012,135,Crittenden County,--District Total--,White (Non-Hispanic),87.0
20112012,135,Crittenden County,--District Total--,African American,***
20112012,135,Crittenden County,--District Total--,Hispanic,***
20112012,135,Crittenden County,--District Total--,Asian,***
20112012,135,Crittenden County,--District Total--,American Indian or Alaska Native,***
20112012,135,Crittenden County,--District Total--,Two or more races,***
20112012,141080,Cumberland County,Cumberland County High School,All Students,75.1
20112012,141080,Cumberland County,Cumberland County High School,Male,62.5
20112012,141080,Cumberland County,Cumberland County High School,Female,84.4
20112012,141080,Cumberland County,Cumberland County High School,White (Non-Hispanic),77.3
20112012,141080,Cumberland County,Cumberland County High School,African American,***
20112012,141080,Cumberland County,Cumberland County High School,Hispanic,***
20112012,141080,Cumberland County,Cumberland County High School,Asian,***
20112012,141080,Cumberland County,Cumberland County High School,American Indian or Alaska Native,***
20112012,141080,Cumberland County,Cumberland County High School,Two or more races,***
20112012,141,Cumberland County,--District Total--,All Students,75.1
20112012,141,Cumberland County,--District Total--,Male,62.5
20112012,141,Cumberland County,--District Total--,Female,84.4
20112012,141,Cumberland County,--District Total--,White (Non-Hispanic),77.3
20112012,141,Cumberland County,--District Total--,African American,***
20112012,141,Cumberland County,--District Total--,Hispanic,***
20112012,141,Cumberland County,--District Total--,Asian,***
20112012,141,Cumberland County,--District Total--,American Indian or Alaska Native,***
20112012,141,Cumberland County,--District Total--,Two or more races,***
20112012,143030,Danville Independent,Danville High School,All Students,75.9
20112012,143030,Danville Independent,Danville High School,Male,73.1
20112012,143030,Danville Independent,Danville High School,Female,79.1
20112012,143030,Danville Independent,Danville High School,White (Non-Hispanic),72.2
20112012,143030,Danville Independent,Danville High School,African American,84.2
20112012,143030,Danville Independent,Danville High School,Hispanic,***
20112012,143030,Danville Independent,Danville High School,Asian,***
20112012,143030,Danville Independent,Danville High School,American Indian or Alaska Native,***
20112012,143030,Danville Independent,Danville High School,Two or more races,***
20112012,143,Danville Independent,--District Total--,All Students,75.9
20112012,143,Danville Independent,--District Total--,Male,73.1
20112012,143,Danville Independent,--District Total--,Female,79.1
20112012,143,Danville Independent,--District Total--,White (Non-Hispanic),72.2
20112012,143,Danville Independent,--District Total--,African American,84.2
20112012,143,Danville Independent,--District Total--,Hispanic,***
20112012,143,Danville Independent,--District Total--,Asian,***
20112012,143,Danville Independent,--District Total--,American Indian or Alaska Native,***
20112012,143,Danville Independent,--District Total--,Two or more races,***
20112012,145005,Daviess County,Apollo High School,All Students,69.5
20112012,145005,Daviess County,Apollo High School,Male,64.0
20112012,145005,Daviess County,Apollo High School,Female,75.2
20112012,145005,Daviess County,Apollo High School,White (Non-Hispanic),70.4
20112012,145005,Daviess County,Apollo High School,African American,***
20112012,145005,Daviess County,Apollo High School,Hispanic,***
20112012,145005,Daviess County,Apollo High School,Asian,***
20112012,145005,Daviess County,Apollo High School,American Indian or Alaska Native,***
20112012,145005,Daviess County,Apollo High School,Two or more races,***
20112012,145010,Daviess County,Daviess County High School,All Students,79.5
20112012,145010,Daviess County,Daviess County High School,Male,80.2
20112012,145010,Daviess County,Daviess County High School,Female,78.7
20112012,145010,Daviess County,Daviess County High School,White (Non-Hispanic),80.0
20112012,145010,Daviess County,Daviess County High School,African American,***
20112012,145010,Daviess County,Daviess County High School,Hispanic,***
20112012,145010,Daviess County,Daviess County High School,Asian,***
20112012,145010,Daviess County,Daviess County High School,American Indian or Alaska Native,***
20112012,145010,Daviess County,Daviess County High School,Two or more races,***
20112012,145,Daviess County,--District Total--,All Students,84.3
20112012,145,Daviess County,--District Total--,Male,83.6
20112012,145,Daviess County,--District Total--,Female,85.2
20112012,145,Daviess County,--District Total--,White (Non-Hispanic),84.7
20112012,145,Daviess County,--District Total--,African American,88.2
20112012,145,Daviess County,--District Total--,Hispanic,***
20112012,145,Daviess County,--District Total--,Asian,***
20112012,145,Daviess County,--District Total--,American Indian or Alaska Native,***
20112012,145,Daviess County,--District Total--,Two or more races,***
20112012,146018,Dawson Springs Independent,Dawson Springs Jr. High/High School,All Students,71.5
20112012,146018,Dawson Springs Independent,Dawson Springs Jr. High/High School,Male,65.6
20112012,146018,Dawson Springs Independent,Dawson Springs Jr. High/High School,Female,78.0
20112012,146018,Dawson Springs Independent,Dawson Springs Jr. High/High School,White (Non-Hispanic),71.7
20112012,146018,Dawson Springs Independent,Dawson Springs Jr. High/High School,African American,***
20112012,146018,Dawson Springs Independent,Dawson Springs Jr. High/High School,Hispanic,***
20112012,146018,Dawson Springs Independent,Dawson Springs Jr. High/High School,Asian,***
20112012,146018,Dawson Springs Independent,Dawson Springs Jr. High/High School,American Indian or Alaska Native,***
20112012,146018,Dawson Springs Independent,Dawson Springs Jr. High/High School,Two or more races,***
20112012,146,Dawson Springs Independent,--District Total--,All Students,71.5
20112012,146,Dawson Springs Independent,--District Total--,Male,65.6
20112012,146,Dawson Springs Independent,--District Total--,Female,78.0
20112012,146,Dawson Springs Independent,--District Total--,White (Non-Hispanic),71.7
20112012,146,Dawson Springs Independent,--District Total--,African American,***
20112012,146,Dawson Springs Independent,--District Total--,Hispanic,***
20112012,146,Dawson Springs Independent,--District Total--,Asian,***
20112012,146,Dawson Springs Independent,--District Total--,American Indian or Alaska Native,***
20112012,146,Dawson Springs Independent,--District Total--,Two or more races,***
20112012,147010,Dayton Independent,Dayton High School,All Students,63.2
20112012,147010,Dayton Independent,Dayton High School,Male,47.9
20112012,147010,Dayton Independent,Dayton High School,Female,80.6
20112012,147010,Dayton Independent,Dayton High School,White (Non-Hispanic),63.1
20112012,147010,Dayton Independent,Dayton High School,African American,***
20112012,147010,Dayton Independent,Dayton High School,Hispanic,***
20112012,147010,Dayton Independent,Dayton High School,Asian,***
20112012,147010,Dayton Independent,Dayton High School,American Indian or Alaska Native,***
20112012,147010,Dayton Independent,Dayton High School,Two or more races,***
20112012,147,Dayton Independent,--District Total--,All Students,63.2
20112012,147,Dayton Independent,--District Total--,Male,47.9
20112012,147,Dayton Independent,--District Total--,Female,80.6
20112012,147,Dayton Independent,--District Total--,White (Non-Hispanic),63.1
20112012,147,Dayton Independent,--District Total--,African American,***
20112012,147,Dayton Independent,--District Total--,Hispanic,***
20112012,147,Dayton Independent,--District Total--,Asian,***
20112012,147,Dayton Independent,--District Total--,American Indian or Alaska Native,***
20112012,147,Dayton Independent,--District Total--,Two or more races,***
20112012,151060,Edmonson County,Edmonson County High School,All Students,81.4
20112012,151060,Edmonson County,Edmonson County High School,Male,88.1
20112012,151060,Edmonson County,Edmonson County High School,Female,73.8
20112012,151060,Edmonson County,Edmonson County High School,White (Non-Hispanic),81.3
20112012,151060,Edmonson County,Edmonson County High School,African American,***
20112012,151060,Edmonson County,Edmonson County High School,Hispanic,***
20112012,151060,Edmonson County,Edmonson County High School,Asian,***
20112012,151060,Edmonson County,Edmonson County High School,American Indian or Alaska Native,***
20112012,151060,Edmonson County,Edmonson County High School,Two or more races,***
20112012,151,Edmonson County,--District Total--,All Students,81.4
20112012,151,Edmonson County,--District Total--,Male,88.1
20112012,151,Edmonson County,--District Total--,Female,73.8
20112012,151,Edmonson County,--District Total--,White (Non-Hispanic),81.3
20112012,151,Edmonson County,--District Total--,African American,***
20112012,151,Edmonson County,--District Total--,Hispanic,***
20112012,151,Edmonson County,--District Total--,Asian,***
20112012,151,Edmonson County,--District Total--,American Indian or Alaska Native,***
20112012,151,Edmonson County,--District Total--,Two or more races,***
20112012,152010,Elizabethtown Independent,Elizabethtown High School,All Students,83.4
20112012,152010,Elizabethtown Independent,Elizabethtown High School,Male,85.2
20112012,152010,Elizabethtown Independent,Elizabethtown High School,Female,81.8
20112012,152010,Elizabethtown Independent,Elizabethtown High School,White (Non-Hispanic),79.6
20112012,152010,Elizabethtown Independent,Elizabethtown High School,African American,86.7
20112012,152010,Elizabethtown Independent,Elizabethtown High School,Hispanic,***
20112012,152010,Elizabethtown Independent,Elizabethtown High School,Asian,***
20112012,152010,Elizabethtown Independent,Elizabethtown High School,American Indian or Alaska Native,***
20112012,152010,Elizabethtown Independent,Elizabethtown High School,Two or more races,***
20112012,152,Elizabethtown Independent,--District Total--,All Students,83.4
20112012,152,Elizabethtown Independent,--District Total--,Male,85.2
20112012,152,Elizabethtown Independent,--District Total--,Female,81.8
20112012,152,Elizabethtown Independent,--District Total--,White (Non-Hispanic),79.6
20112012,152,Elizabethtown Independent,--District Total--,African American,86.7
20112012,152,Elizabethtown Independent,--District Total--,Hispanic,***
20112012,152,Elizabethtown Independent,--District Total--,Asian,***
20112012,152,Elizabethtown Independent,--District Total--,American Indian or Alaska Native,***
20112012,152,Elizabethtown Independent,--District Total--,Two or more races,***
20112012,155280,Elliott County,Elliott County High School,All Students,74.3
20112012,155280,Elliott County,Elliott County High School,Male,75.2
20112012,155280,Elliott County,Elliott County High School,Female,73.1
20112012,155280,Elliott County,Elliott County High School,White (Non-Hispanic),73.3
20112012,155280,Elliott County,Elliott County High School,African American,***
20112012,155280,Elliott County,Elliott County High School,Hispanic,***
20112012,155280,Elliott County,Elliott County High School,Asian,***
20112012,155280,Elliott County,Elliott County High School,American Indian or Alaska Native,***
20112012,155280,Elliott County,Elliott County High School,Two or more races,***
20112012,155,Elliott County,--District Total--,All Students,74.3
20112012,155,Elliott County,--District Total--,Male,75.2
20112012,155,Elliott County,--District Total--,Female,73.1
20112012,155,Elliott County,--District Total--,White (Non-Hispanic),73.3
20112012,155,Elliott County,--District Total--,African American,***
20112012,155,Elliott County,--District Total--,Hispanic,***
20112012,155,Elliott County,--District Total--,Asian,***
20112012,155,Elliott County,--District Total--,American Indian or Alaska Native,***
20112012,155,Elliott County,--District Total--,Two or more races,***
20112012,156010,Eminence Independent,Eminence High School,All Students,76.2
20112012,156010,Eminence Independent,Eminence High School,Male,***
20112012,156010,Eminence Independent,Eminence High School,Female,***
20112012,156010,Eminence Independent,Eminence High School,White (Non-Hispanic),***
20112012,156010,Eminence Independent,Eminence High School,African American,***
20112012,156010,Eminence Independent,Eminence High School,Hispanic,***
20112012,156010,Eminence Independent,Eminence High School,Asian,***
20112012,156010,Eminence Independent,Eminence High School,American Indian or Alaska Native,***
20112012,156010,Eminence Independent,Eminence High School,Two or more races,***
20112012,156,Eminence Independent,--District Total--,All Students,76.2
20112012,156,Eminence Independent,--District Total--,Male,***
20112012,156,Eminence Independent,--District Total--,Female,***
20112012,156,Eminence Independent,--District Total--,White (Non-Hispanic),***
20112012,156,Eminence Independent,--District Total--,African American,***
20112012,156,Eminence Independent,--District Total--,Hispanic,***
20112012,156,Eminence Independent,--District Total--,Asian,***
20112012,156,Eminence Independent,--District Total--,American Indian or Alaska Native,***
20112012,156,Eminence Independent,--District Total--,Two or more races,***
20112012,157030,Erlanger-Elsmere Independent,Lloyd High School,All Students,69.4
20112012,157030,Erlanger-Elsmere Independent,Lloyd High School,Male,67.7
20112012,157030,Erlanger-Elsmere Independent,Lloyd High School,Female,71.1
20112012,157030,Erlanger-Elsmere Independent,Lloyd High School,White (Non-Hispanic),69.4
20112012,157030,Erlanger-Elsmere Independent,Lloyd High School,African American,***
20112012,157030,Erlanger-Elsmere Independent,Lloyd High School,Hispanic,***
20112012,157030,Erlanger-Elsmere Independent,Lloyd High School,Asian,***
20112012,157030,Erlanger-Elsmere Independent,Lloyd High School,American Indian or Alaska Native,***
20112012,157030,Erlanger-Elsmere Independent,Lloyd High School,Two or more races,***
20112012,157,Erlanger-Elsmere Independent,--District Total--,All Students,69.4
20112012,157,Erlanger-Elsmere Independent,--District Total--,Male,67.7
20112012,157,Erlanger-Elsmere Independent,--District Total--,Female,71.1
20112012,157,Erlanger-Elsmere Independent,--District Total--,White (Non-Hispanic),69.4
20112012,157,Erlanger-Elsmere Independent,--District Total--,African American,***
20112012,157,Erlanger-Elsmere Independent,--District Total--,Hispanic,***
20112012,157,Erlanger-Elsmere Independent,--District Total--,Asian,***
20112012,157,Erlanger-Elsmere Independent,--District Total--,American Indian or Alaska Native,***
20112012,157,Erlanger-Elsmere Independent,--District Total--,Two or more races,***
20112012,161090,Estill County,Estill County High School,All Students,70.9
20112012,161090,Estill County,Estill County High School,Male,65.5
20112012,161090,Estill County,Estill County High School,Female,77.2
20112012,161090,Estill County,Estill County High School,White (Non-Hispanic),71.3
20112012,161090,Estill County,Estill County High School,African American,***
20112012,161090,Estill County,Estill County High School,Hispanic,***
20112012,161090,Estill County,Estill County High School,Asian,***
20112012,161090,Estill County,Estill County High School,American Indian or Alaska Native,***
20112012,161090,Estill County,Estill County High School,Two or more races,***
20112012,161,Estill County,--District Total--,All Students,70.9
20112012,161,Estill County,--District Total--,Male,65.5
20112012,161,Estill County,--District Total--,Female,77.2
20112012,161,Estill County,--District Total--,White (Non-Hispanic),71.3
20112012,161,Estill County,--District Total--,African American,***
20112012,161,Estill County,--District Total--,Hispanic,***
20112012,161,Estill County,--District Total--,Asian,***
20112012,161,Estill County,--District Total--,American Indian or Alaska Native,***
20112012,161,Estill County,--District Total--,Two or more races,***
20112012,162020,Fairview Independent,Fairview High School,All Students,100.0
20112012,162020,Fairview Independent,Fairview High School,Male,100.0
20112012,162020,Fairview Independent,Fairview High School,Female,100.0
20112012,162020,Fairview Independent,Fairview High School,White (Non-Hispanic),100.0
20112012,162020,Fairview Independent,Fairview High School,African American,***
20112012,162020,Fairview Independent,Fairview High School,Hispanic,***
20112012,162020,Fairview Independent,Fairview High School,Asian,***
20112012,162020,Fairview Independent,Fairview High School,American Indian or Alaska Native,***
20112012,162020,Fairview Independent,Fairview High School,Two or more races,***
20112012,162,Fairview Independent,--District Total--,All Students,100.0
20112012,162,Fairview Independent,--District Total--,Male,100.0
20112012,162,Fairview Independent,--District Total--,Female,100.0
20112012,162,Fairview Independent,--District Total--,White (Non-Hispanic),100.0
20112012,162,Fairview Independent,--District Total--,African American,***
20112012,162,Fairview Independent,--District Total--,Hispanic,***
20112012,162,Fairview Independent,--District Total--,Asian,***
20112012,162,Fairview Independent,--District Total--,American Indian or Alaska Native,***
20112012,162,Fairview Independent,--District Total--,Two or more races,***
20112012,165170,Fayette County,Bryan Station High School,All Students,75.2
20112012,165170,Fayette County,Bryan Station High School,Male,70.4
20112012,165170,Fayette County,Bryan Station High School,Female,80.1
20112012,165170,Fayette County,Bryan Station High School,White (Non-Hispanic),69.4
20112012,165170,Fayette County,Bryan Station High School,African American,83.2
20112012,165170,Fayette County,Bryan Station High School,Hispanic,76.6
20112012,165170,Fayette County,Bryan Station High School,Asian,***
20112012,165170,Fayette County,Bryan Station High School,American Indian or Alaska Native,***
20112012,165170,Fayette County,Bryan Station High School,Two or more races,***
20112012,165039,Fayette County,Henry Clay High School,All Students,82.0
20112012,165039,Fayette County,Henry Clay High School,Male,79.9
20112012,165039,Fayette County,Henry Clay High School,Female,84.6
20112012,165039,Fayette County,Henry Clay High School,White (Non-Hispanic),85.4
20112012,165039,Fayette County,Henry Clay High School,African American,76.3
20112012,165039,Fayette County,Henry Clay High School,Hispanic,64.4
20112012,165039,Fayette County,Henry Clay High School,Asian,***
20112012,165039,Fayette County,Henry Clay High School,American Indian or Alaska Native,***
20112012,165039,Fayette County,Henry Clay High School,Two or more races,***
20112012,165060,Fayette County,Lafayette High School,All Students,83.4
20112012,165060,Fayette County,Lafayette High School,Male,81.4
20112012,165060,Fayette County,Lafayette High School,Female,85.3
20112012,165060,Fayette County,Lafayette High School,White (Non-Hispanic),86.3
20112012,165060,Fayette County,Lafayette High School,African American,66.0
20112012,165060,Fayette County,Lafayette High School,Hispanic,69.7
20112012,165060,Fayette County,Lafayette High School,Asian,***
20112012,165060,Fayette County,Lafayette High School,American Indian or Alaska Native,***
20112012,165060,Fayette County,Lafayette High School,Native Hawaiian or Other Pacific Islander,***
20112012,165060,Fayette County,Lafayette High School,Two or more races,***
20112012,165200,Fayette County,Paul Laurence Dunbar High School,All Students,80.9
20112012,165200,Fayette County,Paul Laurence Dunbar High School,Male,75.0
20112012,165200,Fayette County,Paul Laurence Dunbar High School,Female,87.6
20112012,165200,Fayette County,Paul Laurence Dunbar High School,White (Non-Hispanic),84.5
20112012,165200,Fayette County,Paul Laurence Dunbar High School,African American,66.1
20112012,165200,Fayette County,Paul Laurence Dunbar High School,Hispanic,92.1
20112012,165200,Fayette County,Paul Laurence Dunbar High School,Asian,100.0
20112012,165200,Fayette County,Paul Laurence Dunbar High School,American Indian or Alaska Native,***
20112012,165200,Fayette County,Paul Laurence Dunbar High School,Two or more races,***
20112012,165105,Fayette County,Tates Creek High School,All Students,83.4
20112012,165105,Fayette County,Tates Creek High School,Male,81.0
20112012,165105,Fayette County,Tates Creek High School,Female,86.3
20112012,165105,Fayette County,Tates Creek High School,White (Non-Hispanic),91.3
20112012,165105,Fayette County,Tates Creek High School,African American,65.2
20112012,165105,Fayette County,Tates Creek High School,Hispanic,***
20112012,165105,Fayette County,Tates Creek High School,Asian,***
20112012,165105,Fayette County,Tates Creek High School,American Indian or Alaska Native,***
20112012,165105,Fayette County,Tates Creek High School,Two or more races,***
20112012,165,Fayette County,--District Total--,All Students,77.8
20112012,165,Fayette County,--District Total--,Male,74.1
20112012,165,Fayette County,--District Total--,Female,82.1
20112012,165,Fayette County,--District Total--,White (Non-Hispanic),81.6
20112012,165,Fayette County,--District Total--,African American,69.2
20112012,165,Fayette County,--District Total--,Hispanic,76.6
20112012,165,Fayette County,--District Total--,Asian,100.0
20112012,165,Fayette County,--District Total--,American Indian or Alaska Native,***
20112012,165,Fayette County,--District Total--,Native Hawaiian or Other Pacific Islander,***
20112012,165,Fayette County,--District Total--,Two or more races,35.4
20112012,171035,Fleming County,Fleming County High School,All Students,84.2
20112012,171035,Fleming County,Fleming County High School,Male,86.0
20112012,171035,Fleming County,Fleming County High School,Female,82.3
20112012,171035,Fleming County,Fleming County High School,White (Non-Hispanic),84.4
20112012,171035,Fleming County,Fleming County High School,African American,***
20112012,171035,Fleming County,Fleming County High School,Hispanic,***
20112012,171035,Fleming County,Fleming County High School,Asian,***
20112012,171035,Fleming County,Fleming County High School,American Indian or Alaska Native,***
20112012,171035,Fleming County,Fleming County High School,Two or more races,***
20112012,171,Fleming County,--District Total--,All Students,84.2
20112012,171,Fleming County,--District Total--,Male,86.0
20112012,171,Fleming County,--District Total--,Female,82.3
20112012,171,Fleming County,--District Total--,White (Non-Hispanic),84.4
20112012,171,Fleming County,--District Total--,African American,***
20112012,171,Fleming County,--District Total--,Hispanic,***
20112012,171,Fleming County,--District Total--,Asian,***
20112012,171,Fleming County,--District Total--,American Indian or Alaska Native,***
20112012,171,Fleming County,--District Total--,Two or more races,***
20112012,175025,Floyd County,Allen Central High School,All Students,86.7
20112012,175025,Floyd County,Allen Central High School,Male,100.0
20112012,175025,Floyd County,Allen Central High School,Female,71.4
20112012,175025,Floyd County,Allen Central High School,White (Non-Hispanic),87.1
20112012,175025,Floyd County,Allen Central High School,African American,***
20112012,175025,Floyd County,Allen Central High School,Hispanic,***
20112012,175025,Floyd County,Allen Central High School,Asian,***
20112012,175025,Floyd County,Allen Central High School,American Indian or Alaska Native,***
20112012,175025,Floyd County,Allen Central High School,Two or more races,***
20112012,175110,Floyd County,Betsy Layne High School,All Students,95.3
20112012,175110,Floyd County,Betsy Layne High School,Male,89.9
20112012,175110,Floyd County,Betsy Layne High School,Female,100.0
20112012,175110,Floyd County,Betsy Layne High School,White (Non-Hispanic),94.4
20112012,175110,Floyd County,Betsy Layne High School,African American,***
20112012,175110,Floyd County,Betsy Layne High School,Hispanic,***
20112012,175110,Floyd County,Betsy Layne High School,Asian,***
20112012,175110,Floyd County,Betsy Layne High School,American Indian or Alaska Native,***
20112012,175110,Floyd County,Betsy Layne High School,Two or more races,***
20112012,175850,Floyd County,Prestonsburg High School,All Students,85.4
20112012,175850,Floyd County,Prestonsburg High School,Male,84.9
20112012,175850,Floyd County,Prestonsburg High School,Female,85.9
20112012,175850,Floyd County,Prestonsburg High School,White (Non-Hispanic),85.2
20112012,175850,Floyd County,Prestonsburg High School,African American,***
20112012,175850,Floyd County,Prestonsburg High School,Hispanic,***
20112012,175850,Floyd County,Prestonsburg High School,Asian,***
20112012,175850,Floyd County,Prestonsburg High School,American Indian or Alaska Native,***
20112012,175850,Floyd County,Prestonsburg High School,Two or more races,***
20112012,175150,Floyd County,South Floyd High School,All Students,99.3
20112012,175150,Floyd County,South Floyd High School,Male,97.6
20112012,175150,Floyd County,South Floyd High School,Female,100.0
20112012,175150,Floyd County,South Floyd High School,White (Non-Hispanic),100.0
20112012,175150,Floyd County,South Floyd High School,African American,***
20112012,175150,Floyd County,South Floyd High School,Hispanic,***
20112012,175150,Floyd County,South Floyd High School,Asian,***
20112012,175150,Floyd County,South Floyd High School,American Indian or Alaska Native,***
20112012,175150,Floyd County,South Floyd High School,Two or more races,***
20112012,175,Floyd County,--District Total--,All Students,86.3
20112012,175,Floyd County,--District Total--,Male,86.7
20112012,175,Floyd County,--District Total--,Female,86.1
20112012,175,Floyd County,--District Total--,White (Non-Hispanic),86.8
20112012,175,Floyd County,--District Total--,African American,***
20112012,175,Floyd County,--District Total--,Hispanic,***
20112012,175,Floyd County,--District Total--,Asian,***
20112012,175,Floyd County,--District Total--,American Indian or Alaska Native,***
20112012,175,Floyd County,--District Total--,Two or more races,***
20112012,176010,Fort Thomas Independent,Highlands High School,All Students,89.7
20112012,176010,Fort Thomas Independent,Highlands High School,Male,84.3
20112012,176010,Fort Thomas Independent,Highlands High School,Female,96.2
20112012,176010,Fort Thomas Independent,Highlands High School,White (Non-Hispanic),88.1
20112012,176010,Fort Thomas Independent,Highlands High School,African American,***
20112012,176010,Fort Thomas Independent,Highlands High School,Hispanic,***
20112012,176010,Fort Thomas Independent,Highlands High School,Asian,***
20112012,176010,Fort Thomas Independent,Highlands High School,American Indian or Alaska Native,***
20112012,176010,Fort Thomas Independent,Highlands High School,Two or more races,***
20112012,176,Fort Thomas Independent,--District Total--,All Students,89.7
20112012,176,Fort Thomas Independent,--District Total--,Male,84.3
20112012,176,Fort Thomas Independent,--District Total--,Female,96.2
