SCH_YEAR,SCH_NAME,SCH_CD,COHORT_TYPE,TARGET_LABEL,DISAGG_LABEL,FOUR_YR_GRADRATE
20152016,---District Total---,113,FIVE YEAR,Denominator Count,All Students,61
20152016,---District Total---,113,FIVE YEAR,Denominator Count,American Indian or Alaska Native,
20152016,---District Total---,113,FIVE YEAR,Denominator Count,Asian,***
20152016,---District Total---,113,FIVE YEAR,Denominator Count,Disability-With IEP (Total),10
20152016,---District Total---,113,FIVE YEAR,Denominator Count,Female,24
20152016,---District Total---,113,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,47
20152016,---District Total---,113,FIVE YEAR,Denominator Count,GAP,52
20152016,---District Total---,113,FIVE YEAR,Denominator Count,Hispanic,***
20152016,---District Total---,113,FIVE YEAR,Denominator Count,Limited English Proficiency,
20152016,---District Total---,113,FIVE YEAR,Denominator Count,Male,37
20152016,---District Total---,113,FIVE YEAR,Denominator Count,Migrant,
20152016,---District Total---,113,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20152016,---District Total---,113,FIVE YEAR,Denominator Count,Two or more races,***
20152016,---District Total---,113,FIVE YEAR,Denominator Count,White (Non-Hispanic),45
20152016,---District Total---,113,FOUR YEAR,Delivery Target,African American,
20152016,---District Total---,113,FOUR YEAR,Delivery Target,All Students,83.9
20152016,---District Total---,113,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20152016,---District Total---,113,FOUR YEAR,Delivery Target,Asian,
20152016,---District Total---,113,FOUR YEAR,Delivery Target,Disability-With IEP (Total),
20152016,---District Total---,113,FOUR YEAR,Delivery Target,English Learners,
20152016,---District Total---,113,FOUR YEAR,Delivery Target,Female,93.4
20152016,---District Total---,113,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,82.7
20152016,---District Total---,113,FOUR YEAR,Delivery Target,GAP,81.6
20152016,---District Total---,113,FOUR YEAR,Delivery Target,Hispanic,
20152016,---District Total---,113,FOUR YEAR,Delivery Target,Male,80.2
20152016,---District Total---,113,FOUR YEAR,Delivery Target,Migrant,
20152016,---District Total---,113,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20152016,---District Total---,113,FOUR YEAR,Delivery Target,Two or more races,
20152016,---District Total---,113,FOUR YEAR,Delivery Target,White (Non-Hispanic),84.1
20152016,---District Total---,113,FOUR YEAR,Actual Score,African American,91.7
20152016,---District Total---,113,FOUR YEAR,Actual Score,All Students,82.7
20152016,---District Total---,113,FOUR YEAR,Actual Score,American Indian or Alaska Native,
20152016,---District Total---,113,FOUR YEAR,Actual Score,Asian,
20152016,---District Total---,113,FOUR YEAR,Actual Score,Disability-With IEP (Total),
20152016,---District Total---,113,FOUR YEAR,Actual Score,English Learners,
20152016,---District Total---,113,FOUR YEAR,Actual Score,Female,96.3
20152016,---District Total---,113,FOUR YEAR,Actual Score,Free/Reduced-Price Meals,66.7
20152016,---District Total---,113,FOUR YEAR,Actual Score,GAP,80.0
20152016,---District Total---,113,FOUR YEAR,Actual Score,Hispanic,***
20152016,---District Total---,113,FOUR YEAR,Actual Score,Male,68.0
20152016,---District Total---,113,FOUR YEAR,Actual Score,Migrant,
20152016,---District Total---,113,FOUR YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20152016,---District Total---,113,FOUR YEAR,Actual Score,Two or more races,***
20152016,---District Total---,113,FOUR YEAR,Actual Score,White (Non-Hispanic),77.8
20152016,---District Total---,113,FOUR YEAR,Met Target,African American,N/A
20152016,---District Total---,113,FOUR YEAR,Met Target,All Students,No
20152016,---District Total---,113,FOUR YEAR,Met Target,American Indian or Alaska Native,N/A
20152016,---District Total---,113,FOUR YEAR,Met Target,Asian,N/A
20152016,---District Total---,113,FOUR YEAR,Met Target,Disability-With IEP (Total),N/A
20152016,---District Total---,113,FOUR YEAR,Met Target,English Learners,N/A
20152016,---District Total---,113,FOUR YEAR,Met Target,Female,Yes
20152016,---District Total---,113,FOUR YEAR,Met Target,Free/Reduced-Price Meals,No
20152016,---District Total---,113,FOUR YEAR,Met Target,GAP,No
20152016,---District Total---,113,FOUR YEAR,Met Target,Hispanic,N/A
20152016,---District Total---,113,FOUR YEAR,Met Target,Male,No
20152016,---District Total---,113,FOUR YEAR,Met Target,Migrant,N/A
20152016,---District Total---,113,FOUR YEAR,Met Target,Native Hawaiian or Other Pacific Islander,N/A
20152016,---District Total---,113,FOUR YEAR,Met Target,Two or more races,N/A
20152016,---District Total---,113,FOUR YEAR,Met Target,White (Non-Hispanic),No
20152016,---District Total---,113,FOUR YEAR,Numerator Count,African American,11
20152016,---District Total---,113,FOUR YEAR,Numerator Count,All Students,43
20152016,---District Total---,113,FOUR YEAR,Numerator Count,American Indian or Alaska Native,
20152016,---District Total---,113,FOUR YEAR,Numerator Count,Asian,
20152016,---District Total---,113,FOUR YEAR,Numerator Count,Disability-With IEP (Total),
20152016,---District Total---,113,FOUR YEAR,Numerator Count,Female,26
20152016,---District Total---,113,FOUR YEAR,Numerator Count,Free/Reduced-Price Meals,8
20152016,---District Total---,113,FOUR YEAR,Numerator Count,GAP,16
20152016,---District Total---,113,FOUR YEAR,Numerator Count,Hispanic,***
20152016,---District Total---,113,FOUR YEAR,Numerator Count,Limited English Proficiency,
20152016,---District Total---,113,FOUR YEAR,Numerator Count,Male,17
20152016,---District Total---,113,FOUR YEAR,Numerator Count,Migrant,
20152016,---District Total---,113,FOUR YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20152016,---District Total---,113,FOUR YEAR,Numerator Count,Two or more races,***
20152016,---District Total---,113,FOUR YEAR,Numerator Count,White (Non-Hispanic),28
20152016,---District Total---,113,FOUR YEAR,Denominator Count,African American,12
20152016,---District Total---,113,FOUR YEAR,Denominator Count,All Students,52
20152016,---District Total---,113,FOUR YEAR,Denominator Count,American Indian or Alaska Native,
20152016,---District Total---,113,FOUR YEAR,Denominator Count,Asian,
20152016,---District Total---,113,FOUR YEAR,Denominator Count,Disability-With IEP (Total),
20152016,---District Total---,113,FOUR YEAR,Denominator Count,Female,27
20152016,---District Total---,113,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,12
20152016,---District Total---,113,FOUR YEAR,Denominator Count,GAP,20
20152016,---District Total---,113,FOUR YEAR,Denominator Count,Hispanic,***
20152016,---District Total---,113,FOUR YEAR,Denominator Count,Limited English Proficiency,
20152016,---District Total---,113,FOUR YEAR,Denominator Count,Male,25
20152016,---District Total---,113,FOUR YEAR,Denominator Count,Migrant,
20152016,---District Total---,113,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20152016,---District Total---,113,FOUR YEAR,Denominator Count,Two or more races,***
20152016,---District Total---,113,FOUR YEAR,Denominator Count,White (Non-Hispanic),36
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,African American,95.6
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,All Students,94.4
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,American Indian or Alaska Native,***
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,Asian,***
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,Disability-With IEP (Total),***
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,English Learners,
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,Female,96.1
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,93.8
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,GAP,93.6
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,Hispanic,100.0
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,Male,92.8
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,Migrant,
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,***
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,Two or more races,***
20152016,Christian County High School,115030,FIVE YEAR,Actual Score,White (Non-Hispanic),92.9
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,African American,129
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,All Students,304
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,American Indian or Alaska Native,***
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,Asian,***
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,Disability-With IEP (Total),***
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,Female,149
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,Free/Reduced-Price Meals,213
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,GAP,233
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,Hispanic,11
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,Limited English Proficiency,
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,Male,155
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,Migrant,
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,***
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,Two or more races,***
20152016,Christian County High School,115030,FIVE YEAR,Numerator Count,White (Non-Hispanic),156
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,African American,135
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,All Students,322
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,American Indian or Alaska Native,***
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,Asian,***
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,Disability-With IEP (Total),***
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,Female,155
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,227
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,GAP,249
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,Hispanic,11
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,Limited English Proficiency,
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,Male,167
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,Migrant,
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,***
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,Two or more races,***
20152016,Christian County High School,115030,FIVE YEAR,Denominator Count,White (Non-Hispanic),168
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,African American,96.5
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,All Students,94.1
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,American Indian or Alaska Native,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,Asian,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,Disability-With IEP (Total),***
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,English Learners,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,Female,95.8
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,93.8
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,GAP,93.1
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,Hispanic,100.0
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,Male,92.5
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,Migrant,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,Two or more races,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Actual Score,White (Non-Hispanic),92.7
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,African American,83
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,All Students,272
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,American Indian or Alaska Native,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,Asian,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,Disability-With IEP (Total),***
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,Female,137
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,Free/Reduced-Price Meals,136
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,GAP,162
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,Hispanic,12
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,Limited English Proficiency,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,Male,135
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,Migrant,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,Two or more races,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Numerator Count,White (Non-Hispanic),165
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,African American,86
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,All Students,289
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,American Indian or Alaska Native,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,Asian,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,Disability-With IEP (Total),***
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,Female,143
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,145
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,GAP,174
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,Hispanic,12
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,Limited English Proficiency,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,Male,146
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,Migrant,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,Two or more races,***
20152016,Hopkinsville High School,115050,FIVE YEAR,Denominator Count,White (Non-Hispanic),178
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,African American,88.7
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,All Students,89.1
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,Asian,
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,Disability-With IEP (Total),55.4
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,English Learners,
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,Female,91.1
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,87.7
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,GAP,87.9
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,Hispanic,
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,Male,87.0
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,Migrant,
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,Two or more races,
20152016,Christian County High School,115030,FOUR YEAR,Delivery Target,White (Non-Hispanic),89.0
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,African American,98.2
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,All Students,97.0
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,American Indian or Alaska Native,***
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,Asian,***
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,Disability-With IEP (Total),86.4
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,English Learners,***
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,Female,97.3
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,Free/Reduced-Price Meals,96.1
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,GAP,96.5
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,Hispanic,92.3
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,Male,96.8
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,Migrant,
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,Two or more races,***
20152016,Christian County High School,115030,FOUR YEAR,Actual Score,White (Non-Hispanic),96.5
20152016,Christian County High School,115030,FOUR YEAR,Met Target,African American,Yes
20152016,Christian County High School,115030,FOUR YEAR,Met Target,All Students,Yes
20152016,Christian County High School,115030,FOUR YEAR,Met Target,American Indian or Alaska Native,N/A
20152016,Christian County High School,115030,FOUR YEAR,Met Target,Asian,N/A
20152016,Christian County High School,115030,FOUR YEAR,Met Target,Disability-With IEP (Total),Yes
20152016,Christian County High School,115030,FOUR YEAR,Met Target,English Learners,N/A
20152016,Christian County High School,115030,FOUR YEAR,Met Target,Female,Yes
20152016,Christian County High School,115030,FOUR YEAR,Met Target,Free/Reduced-Price Meals,Yes
20152016,Christian County High School,115030,FOUR YEAR,Met Target,GAP,Yes
20152016,Christian County High School,115030,FOUR YEAR,Met Target,Hispanic,N/A
20152016,Christian County High School,115030,FOUR YEAR,Met Target,Male,Yes
20152016,Christian County High School,115030,FOUR YEAR,Met Target,Migrant,N/A
20152016,Christian County High School,115030,FOUR YEAR,Met Target,Native Hawaiian or Other Pacific Islander,N/A
20152016,Christian County High School,115030,FOUR YEAR,Met Target,Two or more races,N/A
20152016,Christian County High School,115030,FOUR YEAR,Met Target,White (Non-Hispanic),Yes
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,African American,108
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,All Students,294
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,American Indian or Alaska Native,***
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,Asian,***
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,Disability-With IEP (Total),19
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,Female,142
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,Free/Reduced-Price Meals,196
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,GAP,218
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,Hispanic,12
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,Limited English Proficiency,***
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,Male,152
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,Migrant,
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,Two or more races,***
20152016,Christian County High School,115030,FOUR YEAR,Numerator Count,White (Non-Hispanic),166
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,African American,110
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,All Students,303
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,American Indian or Alaska Native,***
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,Asian,***
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,Disability-With IEP (Total),22
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,Female,146
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,204
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,GAP,226
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,Hispanic,13
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,Limited English Proficiency,***
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,Male,157
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,Migrant,
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,Two or more races,***
20152016,Christian County High School,115030,FOUR YEAR,Denominator Count,White (Non-Hispanic),172
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,African American,95.9
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,All Students,93.5
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,Asian,
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,Disability-With IEP (Total),
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,English Learners,
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,Female,96.0
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,91.4
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,GAP,91.9
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,Hispanic,89.6
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,Male,91.0
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,Migrant,
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,Two or more races,
20152016,Hopkinsville High School,115050,FOUR YEAR,Delivery Target,White (Non-Hispanic),92.2
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,African American,98.6
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,All Students,95.0
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,American Indian or Alaska Native,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,Asian,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,Disability-With IEP (Total),75.0
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,English Learners,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,Female,95.6
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,Free/Reduced-Price Meals,93.2
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,GAP,93.9
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,Hispanic,93.8
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,Male,94.5
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,Migrant,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,Two or more races,80.0
20152016,Hopkinsville High School,115050,FOUR YEAR,Actual Score,White (Non-Hispanic),94.3
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,African American,Yes
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,All Students,Yes
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,American Indian or Alaska Native,N/A
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,Asian,N/A
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,Disability-With IEP (Total),N/A
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,English Learners,N/A
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,Female,No
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,Free/Reduced-Price Meals,Yes
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,GAP,Yes
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,Hispanic,Yes
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,Male,Yes
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,Migrant,N/A
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,Native Hawaiian or Other Pacific Islander,N/A
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,Two or more races,N/A
20152016,Hopkinsville High School,115050,FOUR YEAR,Met Target,White (Non-Hispanic),Yes
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,African American,69
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,All Students,247
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,American Indian or Alaska Native,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,Asian,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,Disability-With IEP (Total),9
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,Female,109
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,Free/Reduced-Price Meals,150
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,GAP,169
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,Hispanic,15
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,Limited English Proficiency,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,Male,138
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,Migrant,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,Two or more races,8
20152016,Hopkinsville High School,115050,FOUR YEAR,Numerator Count,White (Non-Hispanic),148
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,African American,70
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,All Students,260
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,American Indian or Alaska Native,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,Asian,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,Disability-With IEP (Total),12
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,Female,114
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,161
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,GAP,180
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,Hispanic,16
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,Limited English Proficiency,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,Male,146
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,Migrant,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,***
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,Two or more races,10
20152016,Hopkinsville High School,115050,FOUR YEAR,Denominator Count,White (Non-Hispanic),157
20152016,---District Total---,115,FIVE YEAR,Actual Score,African American,92.2
20152016,---District Total---,115,FIVE YEAR,Actual Score,All Students,90.3
20152016,---District Total---,115,FIVE YEAR,Actual Score,American Indian or Alaska Native,***
20152016,---District Total---,115,FIVE YEAR,Actual Score,Asian,***
20152016,---District Total---,115,FIVE YEAR,Actual Score,Disability-With IEP (Total),31.3
20152016,---District Total---,115,FIVE YEAR,Actual Score,English Learners,***
20152016,---District Total---,115,FIVE YEAR,Actual Score,Female,92.3
20152016,---District Total---,115,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,89.1
20152016,---District Total---,115,FIVE YEAR,Actual Score,GAP,88.8
20152016,---District Total---,115,FIVE YEAR,Actual Score,Hispanic,100.0
20152016,---District Total---,115,FIVE YEAR,Actual Score,Male,88.4
20152016,---District Total---,115,FIVE YEAR,Actual Score,Migrant,***
20152016,---District Total---,115,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,***
20152016,---District Total---,115,FIVE YEAR,Actual Score,Two or more races,83.3
20152016,---District Total---,115,FIVE YEAR,Actual Score,White (Non-Hispanic),88.5
20152016,---District Total---,115,FIVE YEAR,Numerator Count,African American,212
20152016,---District Total---,115,FIVE YEAR,Numerator Count,All Students,577
20152016,---District Total---,115,FIVE YEAR,Numerator Count,American Indian or Alaska Native,***
20152016,---District Total---,115,FIVE YEAR,Numerator Count,Asian,***
