SCH_YEAR,SCH_NUMBER,SCH_NAME,COHORT_TYPE,TARGET_LABEL,DISAGG_LABEL,FOUR_YR_GRADRATE
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Met Target,Disability-With IEP (Total),N/A
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Met Target,English Learners,N/A
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Met Target,Female,Yes
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Met Target,Free/Reduced-Price Meals,Yes
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Met Target,GAP,Yes
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Met Target,Hispanic,N/A
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Met Target,Male,Yes
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Met Target,Migrant,N/A
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Met Target,Native Hawaiian or Other Pacific Islander,N/A
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Met Target,Two or more races,N/A
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Met Target,White (Non-Hispanic),Yes
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,African American,
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,All Students,52
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,American Indian or Alaska Native,
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,Asian,
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,Disability-With IEP (Total),***
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,Female,30
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,Free/Reduced-Price Meals,28
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,GAP,30
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,Hispanic,***
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,Limited English Proficiency,
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,Male,22
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,Migrant,
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,Two or more races,***
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Numerator Count,White (Non-Hispanic),50
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,African American,
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,All Students,53
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,American Indian or Alaska Native,
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,Asian,
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,Disability-With IEP (Total),***
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,Female,31
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,29
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,GAP,31
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,Hispanic,***
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,Limited English Proficiency,
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,Male,22
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,Migrant,
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,Two or more races,***
20162017,018,Dawson Springs Jr/Sr High School,FOUR YEAR,Denominator Count,White (Non-Hispanic),51
20162017,,---District Total---,FIVE YEAR,Actual Score,African American,
20162017,,---District Total---,FIVE YEAR,Actual Score,All Students,94.4
20162017,,---District Total---,FIVE YEAR,Actual Score,American Indian or Alaska Native,
20162017,,---District Total---,FIVE YEAR,Actual Score,Asian,
20162017,,---District Total---,FIVE YEAR,Actual Score,Disability-With IEP (Total),***
20162017,,---District Total---,FIVE YEAR,Actual Score,English Learners,
20162017,,---District Total---,FIVE YEAR,Actual Score,Female,95.5
20162017,,---District Total---,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,91.3
20162017,,---District Total---,FIVE YEAR,Actual Score,GAP,92.6
20162017,,---District Total---,FIVE YEAR,Actual Score,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Actual Score,Male,92.9
20162017,,---District Total---,FIVE YEAR,Actual Score,Migrant,
20162017,,---District Total---,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Actual Score,Two or more races,
20162017,,---District Total---,FIVE YEAR,Actual Score,White (Non-Hispanic),94.3
20162017,,---District Total---,FIVE YEAR,Numerator Count,African American,
20162017,,---District Total---,FIVE YEAR,Numerator Count,All Students,34
20162017,,---District Total---,FIVE YEAR,Numerator Count,American Indian or Alaska Native,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Asian,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Disability-With IEP (Total),***
20162017,,---District Total---,FIVE YEAR,Numerator Count,Female,21
20162017,,---District Total---,FIVE YEAR,Numerator Count,Free/Reduced-Price Meals,21
20162017,,---District Total---,FIVE YEAR,Numerator Count,GAP,25
20162017,,---District Total---,FIVE YEAR,Numerator Count,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,Limited English Proficiency,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Male,13
20162017,,---District Total---,FIVE YEAR,Numerator Count,Migrant,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Two or more races,
20162017,,---District Total---,FIVE YEAR,Numerator Count,White (Non-Hispanic),33
20162017,,---District Total---,FIVE YEAR,Denominator Count,African American,
20162017,,---District Total---,FIVE YEAR,Denominator Count,All Students,36
20162017,,---District Total---,FIVE YEAR,Denominator Count,American Indian or Alaska Native,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Asian,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Disability-With IEP (Total),***
20162017,,---District Total---,FIVE YEAR,Denominator Count,Female,22
20162017,,---District Total---,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,23
20162017,,---District Total---,FIVE YEAR,Denominator Count,GAP,27
20162017,,---District Total---,FIVE YEAR,Denominator Count,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,Limited English Proficiency,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Male,14
20162017,,---District Total---,FIVE YEAR,Denominator Count,Migrant,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Two or more races,
20162017,,---District Total---,FIVE YEAR,Denominator Count,White (Non-Hispanic),35
20162017,,---District Total---,FOUR YEAR,Delivery Target,African American,
20162017,,---District Total---,FOUR YEAR,Delivery Target,All Students,97.3
20162017,,---District Total---,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Asian,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Disability-With IEP (Total),
20162017,,---District Total---,FOUR YEAR,Delivery Target,English Learners,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Female,94.9
20162017,,---District Total---,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,96.2
20162017,,---District Total---,FOUR YEAR,Delivery Target,GAP,96.4
20162017,,---District Total---,FOUR YEAR,Delivery Target,Hispanic,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Male,98.0
20162017,,---District Total---,FOUR YEAR,Delivery Target,Migrant,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Two or more races,
20162017,,---District Total---,FOUR YEAR,Delivery Target,White (Non-Hispanic),97.3
20162017,,---District Total---,FOUR YEAR,Actual Score,African American,
20162017,,---District Total---,FOUR YEAR,Actual Score,All Students,98.1
20162017,,---District Total---,FOUR YEAR,Actual Score,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Actual Score,Asian,
20162017,,---District Total---,FOUR YEAR,Actual Score,Disability-With IEP (Total),***
20162017,,---District Total---,FOUR YEAR,Actual Score,English Learners,
20162017,,---District Total---,FOUR YEAR,Actual Score,Female,96.8
20162017,,---District Total---,FOUR YEAR,Actual Score,Free/Reduced-Price Meals,96.6
20162017,,---District Total---,FOUR YEAR,Actual Score,GAP,96.8
20162017,,---District Total---,FOUR YEAR,Actual Score,Hispanic,***
20162017,,---District Total---,FOUR YEAR,Actual Score,Male,100.0
20162017,,---District Total---,FOUR YEAR,Actual Score,Migrant,
20162017,,---District Total---,FOUR YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Actual Score,Two or more races,***
20162017,,---District Total---,FOUR YEAR,Actual Score,White (Non-Hispanic),98.0
20162017,,---District Total---,FOUR YEAR,Met Target,African American,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,All Students,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,American Indian or Alaska Native,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Asian,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Disability-With IEP (Total),N/A
20162017,,---District Total---,FOUR YEAR,Met Target,English Learners,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Female,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,Free/Reduced-Price Meals,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,GAP,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,Hispanic,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Male,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,Migrant,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Native Hawaiian or Other Pacific Islander,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Two or more races,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,White (Non-Hispanic),Yes
20162017,,---District Total---,FOUR YEAR,Numerator Count,African American,
20162017,,---District Total---,FOUR YEAR,Numerator Count,All Students,52
20162017,,---District Total---,FOUR YEAR,Numerator Count,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Asian,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Disability-With IEP (Total),***
20162017,,---District Total---,FOUR YEAR,Numerator Count,Female,30
20162017,,---District Total---,FOUR YEAR,Numerator Count,Free/Reduced-Price Meals,28
20162017,,---District Total---,FOUR YEAR,Numerator Count,GAP,30
20162017,,---District Total---,FOUR YEAR,Numerator Count,Hispanic,***
20162017,,---District Total---,FOUR YEAR,Numerator Count,Limited English Proficiency,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Male,22
20162017,,---District Total---,FOUR YEAR,Numerator Count,Migrant,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Two or more races,***
20162017,,---District Total---,FOUR YEAR,Numerator Count,White (Non-Hispanic),50
20162017,,---District Total---,FOUR YEAR,Denominator Count,African American,
20162017,,---District Total---,FOUR YEAR,Denominator Count,All Students,53
20162017,,---District Total---,FOUR YEAR,Denominator Count,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Asian,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Disability-With IEP (Total),***
20162017,,---District Total---,FOUR YEAR,Denominator Count,Female,31
20162017,,---District Total---,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,29
20162017,,---District Total---,FOUR YEAR,Denominator Count,GAP,31
20162017,,---District Total---,FOUR YEAR,Denominator Count,Hispanic,***
20162017,,---District Total---,FOUR YEAR,Denominator Count,Limited English Proficiency,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Male,22
20162017,,---District Total---,FOUR YEAR,Denominator Count,Migrant,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Two or more races,***
20162017,,---District Total---,FOUR YEAR,Denominator Count,White (Non-Hispanic),51
20162017,010,Dayton High School,FIVE YEAR,Actual Score,African American,***
20162017,010,Dayton High School,FIVE YEAR,Actual Score,All Students,82.4
20162017,010,Dayton High School,FIVE YEAR,Actual Score,American Indian or Alaska Native,***
20162017,010,Dayton High School,FIVE YEAR,Actual Score,Asian,
20162017,010,Dayton High School,FIVE YEAR,Actual Score,Disability-With IEP (Total),***
20162017,010,Dayton High School,FIVE YEAR,Actual Score,English Learners,
20162017,010,Dayton High School,FIVE YEAR,Actual Score,Female,82.4
20162017,010,Dayton High School,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,84.4
20162017,010,Dayton High School,FIVE YEAR,Actual Score,GAP,80.6
20162017,010,Dayton High School,FIVE YEAR,Actual Score,Hispanic,***
20162017,010,Dayton High School,FIVE YEAR,Actual Score,Male,82.4
20162017,010,Dayton High School,FIVE YEAR,Actual Score,Migrant,
20162017,010,Dayton High School,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,010,Dayton High School,FIVE YEAR,Actual Score,Two or more races,
20162017,010,Dayton High School,FIVE YEAR,Actual Score,White (Non-Hispanic),83.3
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,African American,***
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,All Students,42
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,American Indian or Alaska Native,***
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,Asian,
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,Disability-With IEP (Total),***
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,Female,28
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,Free/Reduced-Price Meals,27
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,GAP,29
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,Hispanic,***
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,Limited English Proficiency,
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,Male,14
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,Migrant,
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,Two or more races,
20162017,010,Dayton High School,FIVE YEAR,Numerator Count,White (Non-Hispanic),40
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,African American,***
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,All Students,51
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,American Indian or Alaska Native,***
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,Asian,
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,Disability-With IEP (Total),***
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,Female,34
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,32
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,GAP,36
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,Hispanic,***
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,Limited English Proficiency,
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,Male,17
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,Migrant,
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,Two or more races,
20162017,010,Dayton High School,FIVE YEAR,Denominator Count,White (Non-Hispanic),48
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,African American,
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,All Students,87.9
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,Asian,
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,Disability-With IEP (Total),
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,English Learners,
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,Female,88.7
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,85.0
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,GAP,85.0
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,Hispanic,
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,Male,87.0
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,Migrant,
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,Two or more races,
20162017,010,Dayton High School,FOUR YEAR,Delivery Target,White (Non-Hispanic),87.9
20162017,010,Dayton High School,FOUR YEAR,Actual Score,African American,***
20162017,010,Dayton High School,FOUR YEAR,Actual Score,All Students,93.9
20162017,010,Dayton High School,FOUR YEAR,Actual Score,American Indian or Alaska Native,
20162017,010,Dayton High School,FOUR YEAR,Actual Score,Asian,***
20162017,010,Dayton High School,FOUR YEAR,Actual Score,Disability-With IEP (Total),***
20162017,010,Dayton High School,FOUR YEAR,Actual Score,English Learners,
20162017,010,Dayton High School,FOUR YEAR,Actual Score,Female,93.8
20162017,010,Dayton High School,FOUR YEAR,Actual Score,Free/Reduced-Price Meals,100.0
20162017,010,Dayton High School,FOUR YEAR,Actual Score,GAP,100.0
20162017,010,Dayton High School,FOUR YEAR,Actual Score,Hispanic,***
20162017,010,Dayton High School,FOUR YEAR,Actual Score,Male,94.1
20162017,010,Dayton High School,FOUR YEAR,Actual Score,Migrant,
20162017,010,Dayton High School,FOUR YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,010,Dayton High School,FOUR YEAR,Actual Score,Two or more races,
20162017,010,Dayton High School,FOUR YEAR,Actual Score,White (Non-Hispanic),92.9
20162017,010,Dayton High School,FOUR YEAR,Met Target,African American,N/A
20162017,010,Dayton High School,FOUR YEAR,Met Target,All Students,Yes
20162017,010,Dayton High School,FOUR YEAR,Met Target,American Indian or Alaska Native,N/A
20162017,010,Dayton High School,FOUR YEAR,Met Target,Asian,N/A
20162017,010,Dayton High School,FOUR YEAR,Met Target,Disability-With IEP (Total),N/A
20162017,010,Dayton High School,FOUR YEAR,Met Target,English Learners,N/A
20162017,010,Dayton High School,FOUR YEAR,Met Target,Female,Yes
20162017,010,Dayton High School,FOUR YEAR,Met Target,Free/Reduced-Price Meals,Yes
20162017,010,Dayton High School,FOUR YEAR,Met Target,GAP,Yes
20162017,010,Dayton High School,FOUR YEAR,Met Target,Hispanic,N/A
20162017,010,Dayton High School,FOUR YEAR,Met Target,Male,Yes
20162017,010,Dayton High School,FOUR YEAR,Met Target,Migrant,N/A
20162017,010,Dayton High School,FOUR YEAR,Met Target,Native Hawaiian or Other Pacific Islander,N/A
20162017,010,Dayton High School,FOUR YEAR,Met Target,Two or more races,N/A
20162017,010,Dayton High School,FOUR YEAR,Met Target,White (Non-Hispanic),Yes
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,African American,***
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,All Students,46
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,American Indian or Alaska Native,
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,Asian,***
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,Disability-With IEP (Total),***
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,Female,30
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,Free/Reduced-Price Meals,40
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,GAP,40
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,Hispanic,***
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,Limited English Proficiency,
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,Male,16
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,Migrant,
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,Two or more races,
20162017,010,Dayton High School,FOUR YEAR,Numerator Count,White (Non-Hispanic),39
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,African American,***
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,All Students,49
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,American Indian or Alaska Native,
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,Asian,***
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,Disability-With IEP (Total),***
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,Female,32
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,40
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,GAP,40
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,Hispanic,***
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,Limited English Proficiency,
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,Male,17
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,Migrant,
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,Two or more races,
20162017,010,Dayton High School,FOUR YEAR,Denominator Count,White (Non-Hispanic),42
20162017,,---District Total---,FIVE YEAR,Actual Score,African American,***
20162017,,---District Total---,FIVE YEAR,Actual Score,All Students,82.4
20162017,,---District Total---,FIVE YEAR,Actual Score,American Indian or Alaska Native,***
20162017,,---District Total---,FIVE YEAR,Actual Score,Asian,
20162017,,---District Total---,FIVE YEAR,Actual Score,Disability-With IEP (Total),***
20162017,,---District Total---,FIVE YEAR,Actual Score,English Learners,
20162017,,---District Total---,FIVE YEAR,Actual Score,Female,82.4
20162017,,---District Total---,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,84.4
20162017,,---District Total---,FIVE YEAR,Actual Score,GAP,80.6
20162017,,---District Total---,FIVE YEAR,Actual Score,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Actual Score,Male,82.4
20162017,,---District Total---,FIVE YEAR,Actual Score,Migrant,
20162017,,---District Total---,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Actual Score,Two or more races,
20162017,,---District Total---,FIVE YEAR,Actual Score,White (Non-Hispanic),83.3
20162017,,---District Total---,FIVE YEAR,Numerator Count,African American,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,All Students,42
20162017,,---District Total---,FIVE YEAR,Numerator Count,American Indian or Alaska Native,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,Asian,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Disability-With IEP (Total),***
20162017,,---District Total---,FIVE YEAR,Numerator Count,Female,28
20162017,,---District Total---,FIVE YEAR,Numerator Count,Free/Reduced-Price Meals,27
20162017,,---District Total---,FIVE YEAR,Numerator Count,GAP,29
20162017,,---District Total---,FIVE YEAR,Numerator Count,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,Limited English Proficiency,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Male,14
20162017,,---District Total---,FIVE YEAR,Numerator Count,Migrant,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Two or more races,
20162017,,---District Total---,FIVE YEAR,Numerator Count,White (Non-Hispanic),40
20162017,,---District Total---,FIVE YEAR,Denominator Count,African American,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,All Students,51
20162017,,---District Total---,FIVE YEAR,Denominator Count,American Indian or Alaska Native,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,Asian,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Disability-With IEP (Total),***
20162017,,---District Total---,FIVE YEAR,Denominator Count,Female,34
20162017,,---District Total---,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,32
20162017,,---District Total---,FIVE YEAR,Denominator Count,GAP,36
20162017,,---District Total---,FIVE YEAR,Denominator Count,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,Limited English Proficiency,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Male,17
20162017,,---District Total---,FIVE YEAR,Denominator Count,Migrant,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Two or more races,
20162017,,---District Total---,FIVE YEAR,Denominator Count,White (Non-Hispanic),48
20162017,,---District Total---,FOUR YEAR,Delivery Target,African American,
20162017,,---District Total---,FOUR YEAR,Delivery Target,All Students,87.9
20162017,,---District Total---,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Asian,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Disability-With IEP (Total),
20162017,,---District Total---,FOUR YEAR,Delivery Target,English Learners,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Female,88.7
20162017,,---District Total---,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,85.0
20162017,,---District Total---,FOUR YEAR,Delivery Target,GAP,85.0
20162017,,---District Total---,FOUR YEAR,Delivery Target,Hispanic,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Male,87.0
20162017,,---District Total---,FOUR YEAR,Delivery Target,Migrant,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Two or more races,
20162017,,---District Total---,FOUR YEAR,Delivery Target,White (Non-Hispanic),87.9
20162017,,---District Total---,FOUR YEAR,Actual Score,African American,***
20162017,,---District Total---,FOUR YEAR,Actual Score,All Students,92.0
20162017,,---District Total---,FOUR YEAR,Actual Score,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Actual Score,Asian,***
20162017,,---District Total---,FOUR YEAR,Actual Score,Disability-With IEP (Total),***
20162017,,---District Total---,FOUR YEAR,Actual Score,English Learners,
20162017,,---District Total---,FOUR YEAR,Actual Score,Female,93.8
20162017,,---District Total---,FOUR YEAR,Actual Score,Free/Reduced-Price Meals,97.6
20162017,,---District Total---,FOUR YEAR,Actual Score,GAP,97.6
20162017,,---District Total---,FOUR YEAR,Actual Score,Hispanic,***
20162017,,---District Total---,FOUR YEAR,Actual Score,Male,88.9
20162017,,---District Total---,FOUR YEAR,Actual Score,Migrant,
20162017,,---District Total---,FOUR YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Actual Score,Two or more races,
20162017,,---District Total---,FOUR YEAR,Actual Score,White (Non-Hispanic),90.7
20162017,,---District Total---,FOUR YEAR,Met Target,African American,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,All Students,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,American Indian or Alaska Native,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Asian,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Disability-With IEP (Total),N/A
20162017,,---District Total---,FOUR YEAR,Met Target,English Learners,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Female,Yes
