SCH_YEAR,SCH_NAME,SCH_CD,GRAD_TARGETS,DISAGG_LABEL,FOUR_YR_GRADRATE
20132014,Lloyd High School,157030,Numerator Count,GAP,68
20132014,Lloyd High School,157030,Actual Score,GAP,88.3
20132014,Lloyd High School,157030,Denominator Count,GAP,77
20132014,Lloyd High School,157030,Met Target,GAP,
20132014,Lloyd High School,157030,Delivery Target,GAP,
20132014,---District Total---,157,Denominator Count,All Students,143
20132014,---District Total---,157,Numerator Count,All Students,128
20132014,---District Total---,157,Actual Score,All Students,89.5
20132014,---District Total---,157,Met Target,All Students,
20132014,---District Total---,157,Delivery Target,All Students,
20132014,---District Total---,157,Numerator Count,Male,64
20132014,---District Total---,157,Met Target,Male,
20132014,---District Total---,157,Actual Score,Male,90.1
20132014,---District Total---,157,Delivery Target,Male,
20132014,---District Total---,157,Denominator Count,Male,71
20132014,---District Total---,157,Numerator Count,Female,64
20132014,---District Total---,157,Delivery Target,Female,
20132014,---District Total---,157,Met Target,Female,
20132014,---District Total---,157,Denominator Count,Female,72
20132014,---District Total---,157,Actual Score,Female,88.9
20132014,---District Total---,157,Denominator Count,White (Non-Hispanic),105
20132014,---District Total---,157,Numerator Count,White (Non-Hispanic),93
20132014,---District Total---,157,Delivery Target,White (Non-Hispanic),
20132014,---District Total---,157,Actual Score,White (Non-Hispanic),88.6
20132014,---District Total---,157,Met Target,White (Non-Hispanic),
20132014,---District Total---,157,Numerator Count,African American,18
20132014,---District Total---,157,Met Target,African American,
20132014,---District Total---,157,Actual Score,African American,90.0
20132014,---District Total---,157,Denominator Count,African American,20
20132014,---District Total---,157,Delivery Target,African American,
20132014,---District Total---,157,Met Target,Hispanic,
20132014,---District Total---,157,Delivery Target,Hispanic,
20132014,---District Total---,157,Denominator Count,Hispanic,***
20132014,---District Total---,157,Actual Score,Hispanic,***
20132014,---District Total---,157,Numerator Count,Hispanic,***
20132014,---District Total---,157,Delivery Target,Asian,
20132014,---District Total---,157,Denominator Count,Asian,***
20132014,---District Total---,157,Actual Score,Asian,***
20132014,---District Total---,157,Met Target,Asian,
20132014,---District Total---,157,Numerator Count,Asian,***
20132014,---District Total---,157,Actual Score,American Indian or Alaska Native,***
20132014,---District Total---,157,Numerator Count,American Indian or Alaska Native,***
20132014,---District Total---,157,Delivery Target,American Indian or Alaska Native,
20132014,---District Total---,157,Denominator Count,American Indian or Alaska Native,***
20132014,---District Total---,157,Met Target,American Indian or Alaska Native,
20132014,---District Total---,157,Delivery Target,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,157,Denominator Count,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,157,Met Target,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,157,Numerator Count,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,157,Actual Score,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,157,Delivery Target,Two or more races,
20132014,---District Total---,157,Denominator Count,Two or more races,***
20132014,---District Total---,157,Numerator Count,Two or more races,***
20132014,---District Total---,157,Actual Score,Two or more races,***
20132014,---District Total---,157,Met Target,Two or more races,
20132014,---District Total---,157,Actual Score,Migrant,
20132014,---District Total---,157,Denominator Count,Migrant,
20132014,---District Total---,157,Delivery Target,Migrant,
20132014,---District Total---,157,Numerator Count,Migrant,
20132014,---District Total---,157,Met Target,Migrant,
20132014,---District Total---,157,Met Target,Limited English Proficiency,
20132014,---District Total---,157,Numerator Count,Limited English Proficiency,***
20132014,---District Total---,157,Denominator Count,Limited English Proficiency,***
20132014,---District Total---,157,Actual Score,Limited English Proficiency,***
20132014,---District Total---,157,Delivery Target,Limited English Proficiency,
20132014,---District Total---,157,Met Target,Free/Reduced-Price Meals,
20132014,---District Total---,157,Denominator Count,Free/Reduced-Price Meals,70
20132014,---District Total---,157,Numerator Count,Free/Reduced-Price Meals,61
20132014,---District Total---,157,Delivery Target,Free/Reduced-Price Meals,
20132014,---District Total---,157,Actual Score,Free/Reduced-Price Meals,87.1
20132014,---District Total---,157,Numerator Count,Disability-With IEP (Total),***
20132014,---District Total---,157,Actual Score,Disability-With IEP (Total),***
20132014,---District Total---,157,Denominator Count,Disability-With IEP (Total),***
20132014,---District Total---,157,Delivery Target,Disability-With IEP (Total),
20132014,---District Total---,157,Met Target,Disability-With IEP (Total),
20132014,---District Total---,157,Numerator Count,GAP,68
20132014,---District Total---,157,Met Target,GAP,
20132014,---District Total---,157,Actual Score,GAP,87.2
20132014,---District Total---,157,Delivery Target,GAP,
20132014,---District Total---,157,Denominator Count,GAP,78
20132014,Estill County High School,161090,Met Target,All Students,
20132014,Estill County High School,161090,Delivery Target,All Students,
20132014,Estill County High School,161090,Numerator Count,All Students,155
20132014,Estill County High School,161090,Actual Score,All Students,96.3
20132014,Estill County High School,161090,Denominator Count,All Students,161
20132014,Estill County High School,161090,Met Target,Male,
20132014,Estill County High School,161090,Numerator Count,Male,79
20132014,Estill County High School,161090,Actual Score,Male,96.3
20132014,Estill County High School,161090,Delivery Target,Male,
20132014,Estill County High School,161090,Denominator Count,Male,82
20132014,Estill County High School,161090,Denominator Count,Female,79
20132014,Estill County High School,161090,Delivery Target,Female,
20132014,Estill County High School,161090,Actual Score,Female,96.2
20132014,Estill County High School,161090,Met Target,Female,
20132014,Estill County High School,161090,Numerator Count,Female,76
20132014,Estill County High School,161090,Met Target,White (Non-Hispanic),
20132014,Estill County High School,161090,Actual Score,White (Non-Hispanic),96.2
20132014,Estill County High School,161090,Numerator Count,White (Non-Hispanic),153
20132014,Estill County High School,161090,Denominator Count,White (Non-Hispanic),159
20132014,Estill County High School,161090,Delivery Target,White (Non-Hispanic),
20132014,Estill County High School,161090,Met Target,African American,
20132014,Estill County High School,161090,Denominator Count,African American,***
20132014,Estill County High School,161090,Delivery Target,African American,
20132014,Estill County High School,161090,Actual Score,African American,***
20132014,Estill County High School,161090,Numerator Count,African American,***
20132014,Estill County High School,161090,Numerator Count,Hispanic,
20132014,Estill County High School,161090,Delivery Target,Hispanic,
20132014,Estill County High School,161090,Actual Score,Hispanic,
20132014,Estill County High School,161090,Met Target,Hispanic,
20132014,Estill County High School,161090,Denominator Count,Hispanic,
20132014,Estill County High School,161090,Actual Score,Asian,
20132014,Estill County High School,161090,Delivery Target,Asian,
20132014,Estill County High School,161090,Denominator Count,Asian,
20132014,Estill County High School,161090,Numerator Count,Asian,
20132014,Estill County High School,161090,Met Target,Asian,
20132014,Estill County High School,161090,Actual Score,American Indian or Alaska Native,
20132014,Estill County High School,161090,Met Target,American Indian or Alaska Native,
20132014,Estill County High School,161090,Numerator Count,American Indian or Alaska Native,
20132014,Estill County High School,161090,Denominator Count,American Indian or Alaska Native,
20132014,Estill County High School,161090,Delivery Target,American Indian or Alaska Native,
20132014,Estill County High School,161090,Met Target,Native Hawaiian or Other Pacific Islander,
20132014,Estill County High School,161090,Denominator Count,Native Hawaiian or Other Pacific Islander,
20132014,Estill County High School,161090,Numerator Count,Native Hawaiian or Other Pacific Islander,
20132014,Estill County High School,161090,Delivery Target,Native Hawaiian or Other Pacific Islander,
20132014,Estill County High School,161090,Actual Score,Native Hawaiian or Other Pacific Islander,
20132014,Estill County High School,161090,Delivery Target,Two or more races,
20132014,Estill County High School,161090,Actual Score,Two or more races,
20132014,Estill County High School,161090,Denominator Count,Two or more races,
20132014,Estill County High School,161090,Met Target,Two or more races,
20132014,Estill County High School,161090,Numerator Count,Two or more races,
20132014,Estill County High School,161090,Delivery Target,Migrant,
20132014,Estill County High School,161090,Actual Score,Migrant,
20132014,Estill County High School,161090,Denominator Count,Migrant,
20132014,Estill County High School,161090,Met Target,Migrant,
20132014,Estill County High School,161090,Numerator Count,Migrant,
20132014,Estill County High School,161090,Met Target,Limited English Proficiency,
20132014,Estill County High School,161090,Delivery Target,Limited English Proficiency,
20132014,Estill County High School,161090,Denominator Count,Limited English Proficiency,
20132014,Estill County High School,161090,Numerator Count,Limited English Proficiency,
20132014,Estill County High School,161090,Actual Score,Limited English Proficiency,
20132014,Estill County High School,161090,Met Target,Free/Reduced-Price Meals,
20132014,Estill County High School,161090,Delivery Target,Free/Reduced-Price Meals,
20132014,Estill County High School,161090,Numerator Count,Free/Reduced-Price Meals,90
20132014,Estill County High School,161090,Denominator Count,Free/Reduced-Price Meals,94
20132014,Estill County High School,161090,Actual Score,Free/Reduced-Price Meals,95.7
20132014,Estill County High School,161090,Delivery Target,Disability-With IEP (Total),
20132014,Estill County High School,161090,Denominator Count,Disability-With IEP (Total),10
20132014,Estill County High School,161090,Met Target,Disability-With IEP (Total),
20132014,Estill County High School,161090,Numerator Count,Disability-With IEP (Total),10
20132014,Estill County High School,161090,Actual Score,Disability-With IEP (Total),100.0
20132014,Estill County High School,161090,Met Target,GAP,
20132014,Estill County High School,161090,Denominator Count,GAP,95
20132014,Estill County High School,161090,Numerator Count,GAP,91
20132014,Estill County High School,161090,Actual Score,GAP,95.8
20132014,Estill County High School,161090,Delivery Target,GAP,
20132014,---District Total---,161,Numerator Count,All Students,155
20132014,---District Total---,161,Denominator Count,All Students,161
20132014,---District Total---,161,Delivery Target,All Students,
20132014,---District Total---,161,Actual Score,All Students,96.3
20132014,---District Total---,161,Met Target,All Students,
20132014,---District Total---,161,Delivery Target,Male,
20132014,---District Total---,161,Actual Score,Male,96.3
20132014,---District Total---,161,Numerator Count,Male,79
20132014,---District Total---,161,Denominator Count,Male,82
20132014,---District Total---,161,Met Target,Male,
20132014,---District Total---,161,Numerator Count,Female,76
20132014,---District Total---,161,Delivery Target,Female,
20132014,---District Total---,161,Denominator Count,Female,79
20132014,---District Total---,161,Actual Score,Female,96.2
20132014,---District Total---,161,Met Target,Female,
20132014,---District Total---,161,Met Target,White (Non-Hispanic),
20132014,---District Total---,161,Numerator Count,White (Non-Hispanic),153
20132014,---District Total---,161,Actual Score,White (Non-Hispanic),96.2
20132014,---District Total---,161,Delivery Target,White (Non-Hispanic),
20132014,---District Total---,161,Denominator Count,White (Non-Hispanic),159
20132014,---District Total---,161,Denominator Count,African American,***
20132014,---District Total---,161,Met Target,African American,
20132014,---District Total---,161,Delivery Target,African American,
20132014,---District Total---,161,Numerator Count,African American,***
20132014,---District Total---,161,Actual Score,African American,***
20132014,---District Total---,161,Actual Score,Hispanic,
20132014,---District Total---,161,Met Target,Hispanic,
20132014,---District Total---,161,Denominator Count,Hispanic,
20132014,---District Total---,161,Numerator Count,Hispanic,
20132014,---District Total---,161,Delivery Target,Hispanic,
20132014,---District Total---,161,Numerator Count,Asian,
20132014,---District Total---,161,Met Target,Asian,
20132014,---District Total---,161,Denominator Count,Asian,
20132014,---District Total---,161,Delivery Target,Asian,
20132014,---District Total---,161,Actual Score,Asian,
20132014,---District Total---,161,Denominator Count,American Indian or Alaska Native,
20132014,---District Total---,161,Actual Score,American Indian or Alaska Native,
20132014,---District Total---,161,Met Target,American Indian or Alaska Native,
20132014,---District Total---,161,Delivery Target,American Indian or Alaska Native,
20132014,---District Total---,161,Numerator Count,American Indian or Alaska Native,
20132014,---District Total---,161,Denominator Count,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,161,Met Target,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,161,Numerator Count,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,161,Actual Score,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,161,Delivery Target,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,161,Met Target,Two or more races,
20132014,---District Total---,161,Actual Score,Two or more races,
20132014,---District Total---,161,Denominator Count,Two or more races,
20132014,---District Total---,161,Numerator Count,Two or more races,
20132014,---District Total---,161,Delivery Target,Two or more races,
20132014,---District Total---,161,Met Target,Migrant,
20132014,---District Total---,161,Actual Score,Migrant,
20132014,---District Total---,161,Denominator Count,Migrant,
20132014,---District Total---,161,Numerator Count,Migrant,
20132014,---District Total---,161,Delivery Target,Migrant,
20132014,---District Total---,161,Actual Score,Limited English Proficiency,
20132014,---District Total---,161,Met Target,Limited English Proficiency,
20132014,---District Total---,161,Numerator Count,Limited English Proficiency,
20132014,---District Total---,161,Delivery Target,Limited English Proficiency,
20132014,---District Total---,161,Denominator Count,Limited English Proficiency,
20132014,---District Total---,161,Met Target,Free/Reduced-Price Meals,
20132014,---District Total---,161,Delivery Target,Free/Reduced-Price Meals,
20132014,---District Total---,161,Actual Score,Free/Reduced-Price Meals,95.7
20132014,---District Total---,161,Numerator Count,Free/Reduced-Price Meals,90
20132014,---District Total---,161,Denominator Count,Free/Reduced-Price Meals,94
20132014,---District Total---,161,Delivery Target,Disability-With IEP (Total),
20132014,---District Total---,161,Actual Score,Disability-With IEP (Total),100.0
20132014,---District Total---,161,Numerator Count,Disability-With IEP (Total),10
20132014,---District Total---,161,Denominator Count,Disability-With IEP (Total),10
20132014,---District Total---,161,Met Target,Disability-With IEP (Total),
20132014,---District Total---,161,Actual Score,GAP,95.8
20132014,---District Total---,161,Delivery Target,GAP,
20132014,---District Total---,161,Met Target,GAP,
20132014,---District Total---,161,Numerator Count,GAP,91
20132014,---District Total---,161,Denominator Count,GAP,95
20132014,Fairview High School,162020,Numerator Count,All Students,68
20132014,Fairview High School,162020,Actual Score,All Students,95.8
20132014,Fairview High School,162020,Met Target,All Students,
20132014,Fairview High School,162020,Denominator Count,All Students,71
20132014,Fairview High School,162020,Delivery Target,All Students,
20132014,Fairview High School,162020,Met Target,Male,
20132014,Fairview High School,162020,Delivery Target,Male,
20132014,Fairview High School,162020,Numerator Count,Male,34
20132014,Fairview High School,162020,Denominator Count,Male,36
20132014,Fairview High School,162020,Actual Score,Male,94.4
20132014,Fairview High School,162020,Actual Score,Female,97.1
20132014,Fairview High School,162020,Delivery Target,Female,
20132014,Fairview High School,162020,Met Target,Female,
20132014,Fairview High School,162020,Numerator Count,Female,34
20132014,Fairview High School,162020,Denominator Count,Female,35
20132014,Fairview High School,162020,Met Target,White (Non-Hispanic),
20132014,Fairview High School,162020,Denominator Count,White (Non-Hispanic),69
20132014,Fairview High School,162020,Delivery Target,White (Non-Hispanic),
20132014,Fairview High School,162020,Actual Score,White (Non-Hispanic),95.7
20132014,Fairview High School,162020,Numerator Count,White (Non-Hispanic),66
20132014,Fairview High School,162020,Denominator Count,African American,***
20132014,Fairview High School,162020,Delivery Target,African American,
20132014,Fairview High School,162020,Actual Score,African American,***
20132014,Fairview High School,162020,Met Target,African American,
20132014,Fairview High School,162020,Numerator Count,African American,***
20132014,Fairview High School,162020,Delivery Target,Hispanic,
20132014,Fairview High School,162020,Denominator Count,Hispanic,
20132014,Fairview High School,162020,Met Target,Hispanic,
20132014,Fairview High School,162020,Numerator Count,Hispanic,
20132014,Fairview High School,162020,Actual Score,Hispanic,
20132014,Fairview High School,162020,Delivery Target,Asian,
20132014,Fairview High School,162020,Denominator Count,Asian,
20132014,Fairview High School,162020,Actual Score,Asian,
20132014,Fairview High School,162020,Numerator Count,Asian,
20132014,Fairview High School,162020,Met Target,Asian,
20132014,Fairview High School,162020,Delivery Target,American Indian or Alaska Native,
20132014,Fairview High School,162020,Numerator Count,American Indian or Alaska Native,
20132014,Fairview High School,162020,Met Target,American Indian or Alaska Native,
20132014,Fairview High School,162020,Denominator Count,American Indian or Alaska Native,
20132014,Fairview High School,162020,Actual Score,American Indian or Alaska Native,
20132014,Fairview High School,162020,Actual Score,Native Hawaiian or Other Pacific Islander,
20132014,Fairview High School,162020,Delivery Target,Native Hawaiian or Other Pacific Islander,
20132014,Fairview High School,162020,Denominator Count,Native Hawaiian or Other Pacific Islander,
20132014,Fairview High School,162020,Numerator Count,Native Hawaiian or Other Pacific Islander,
20132014,Fairview High School,162020,Met Target,Native Hawaiian or Other Pacific Islander,
20132014,Fairview High School,162020,Met Target,Two or more races,
20132014,Fairview High School,162020,Actual Score,Two or more races,
20132014,Fairview High School,162020,Numerator Count,Two or more races,
20132014,Fairview High School,162020,Denominator Count,Two or more races,
20132014,Fairview High School,162020,Delivery Target,Two or more races,
20132014,Fairview High School,162020,Denominator Count,Migrant,
20132014,Fairview High School,162020,Delivery Target,Migrant,
20132014,Fairview High School,162020,Actual Score,Migrant,
20132014,Fairview High School,162020,Numerator Count,Migrant,
20132014,Fairview High School,162020,Met Target,Migrant,
20132014,Fairview High School,162020,Delivery Target,Limited English Proficiency,
20132014,Fairview High School,162020,Denominator Count,Limited English Proficiency,
20132014,Fairview High School,162020,Actual Score,Limited English Proficiency,
20132014,Fairview High School,162020,Met Target,Limited English Proficiency,
20132014,Fairview High School,162020,Numerator Count,Limited English Proficiency,
20132014,Fairview High School,162020,Denominator Count,Free/Reduced-Price Meals,41
20132014,Fairview High School,162020,Met Target,Free/Reduced-Price Meals,
20132014,Fairview High School,162020,Delivery Target,Free/Reduced-Price Meals,
20132014,Fairview High School,162020,Actual Score,Free/Reduced-Price Meals,95.1
20132014,Fairview High School,162020,Numerator Count,Free/Reduced-Price Meals,39
20132014,Fairview High School,162020,Met Target,Disability-With IEP (Total),
20132014,Fairview High School,162020,Actual Score,Disability-With IEP (Total),***
20132014,Fairview High School,162020,Numerator Count,Disability-With IEP (Total),***
20132014,Fairview High School,162020,Delivery Target,Disability-With IEP (Total),
20132014,Fairview High School,162020,Denominator Count,Disability-With IEP (Total),***
20132014,Fairview High School,162020,Denominator Count,GAP,43
20132014,Fairview High School,162020,Actual Score,GAP,93.0
20132014,Fairview High School,162020,Numerator Count,GAP,40
20132014,Fairview High School,162020,Delivery Target,GAP,
20132014,Fairview High School,162020,Met Target,GAP,
20132014,---District Total---,162,Actual Score,All Students,95.8
20132014,---District Total---,162,Met Target,All Students,
20132014,---District Total---,162,Delivery Target,All Students,
20132014,---District Total---,162,Denominator Count,All Students,71
20132014,---District Total---,162,Numerator Count,All Students,68
20132014,---District Total---,162,Delivery Target,Male,
20132014,---District Total---,162,Numerator Count,Male,34
20132014,---District Total---,162,Denominator Count,Male,36
20132014,---District Total---,162,Actual Score,Male,94.4
20132014,---District Total---,162,Met Target,Male,
20132014,---District Total---,162,Numerator Count,Female,34
20132014,---District Total---,162,Met Target,Female,
20132014,---District Total---,162,Denominator Count,Female,35
20132014,---District Total---,162,Actual Score,Female,97.1
20132014,---District Total---,162,Delivery Target,Female,
20132014,---District Total---,162,Actual Score,White (Non-Hispanic),95.7
20132014,---District Total---,162,Numerator Count,White (Non-Hispanic),66
20132014,---District Total---,162,Denominator Count,White (Non-Hispanic),69
20132014,---District Total---,162,Delivery Target,White (Non-Hispanic),
20132014,---District Total---,162,Met Target,White (Non-Hispanic),
20132014,---District Total---,162,Met Target,African American,
20132014,---District Total---,162,Denominator Count,African American,***
20132014,---District Total---,162,Numerator Count,African American,***
20132014,---District Total---,162,Delivery Target,African American,
20132014,---District Total---,162,Actual Score,African American,***
20132014,---District Total---,162,Denominator Count,Hispanic,
20132014,---District Total---,162,Numerator Count,Hispanic,
20132014,---District Total---,162,Delivery Target,Hispanic,
20132014,---District Total---,162,Actual Score,Hispanic,
20132014,---District Total---,162,Met Target,Hispanic,
20132014,---District Total---,162,Delivery Target,Asian,
20132014,---District Total---,162,Met Target,Asian,
20132014,---District Total---,162,Actual Score,Asian,
20132014,---District Total---,162,Numerator Count,Asian,
20132014,---District Total---,162,Denominator Count,Asian,
20132014,---District Total---,162,Denominator Count,American Indian or Alaska Native,
20132014,---District Total---,162,Delivery Target,American Indian or Alaska Native,
20132014,---District Total---,162,Numerator Count,American Indian or Alaska Native,
20132014,---District Total---,162,Met Target,American Indian or Alaska Native,
20132014,---District Total---,162,Actual Score,American Indian or Alaska Native,
20132014,---District Total---,162,Numerator Count,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,162,Delivery Target,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,162,Actual Score,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,162,Met Target,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,162,Denominator Count,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,162,Met Target,Two or more races,
20132014,---District Total---,162,Delivery Target,Two or more races,
20132014,---District Total---,162,Actual Score,Two or more races,
20132014,---District Total---,162,Denominator Count,Two or more races,
20132014,---District Total---,162,Numerator Count,Two or more races,
20132014,---District Total---,162,Denominator Count,Migrant,
20132014,---District Total---,162,Actual Score,Migrant,
20132014,---District Total---,162,Met Target,Migrant,
20132014,---District Total---,162,Delivery Target,Migrant,
20132014,---District Total---,162,Numerator Count,Migrant,
20132014,---District Total---,162,Actual Score,Limited English Proficiency,
20132014,---District Total---,162,Numerator Count,Limited English Proficiency,
20132014,---District Total---,162,Delivery Target,Limited English Proficiency,
20132014,---District Total---,162,Denominator Count,Limited English Proficiency,
20132014,---District Total---,162,Met Target,Limited English Proficiency,
20132014,---District Total---,162,Actual Score,Free/Reduced-Price Meals,95.1
20132014,---District Total---,162,Denominator Count,Free/Reduced-Price Meals,41
20132014,---District Total---,162,Met Target,Free/Reduced-Price Meals,
20132014,---District Total---,162,Delivery Target,Free/Reduced-Price Meals,
20132014,---District Total---,162,Numerator Count,Free/Reduced-Price Meals,39
20132014,---District Total---,162,Met Target,Disability-With IEP (Total),
20132014,---District Total---,162,Numerator Count,Disability-With IEP (Total),***
20132014,---District Total---,162,Actual Score,Disability-With IEP (Total),***
20132014,---District Total---,162,Delivery Target,Disability-With IEP (Total),
20132014,---District Total---,162,Denominator Count,Disability-With IEP (Total),***
20132014,---District Total---,162,Delivery Target,GAP,
20132014,---District Total---,162,Numerator Count,GAP,40
20132014,---District Total---,162,Denominator Count,GAP,43
20132014,---District Total---,162,Actual Score,GAP,93.0
20132014,---District Total---,162,Met Target,GAP,
20132014,Bryan Station High School,165170,Actual Score,All Students,85.7
20132014,Bryan Station High School,165170,Numerator Count,All Students,430
20132014,Bryan Station High School,165170,Met Target,All Students,
20132014,Bryan Station High School,165170,Delivery Target,All Students,
20132014,Bryan Station High School,165170,Denominator Count,All Students,502
20132014,Bryan Station High School,165170,Met Target,Male,
20132014,Bryan Station High School,165170,Numerator Count,Male,227
20132014,Bryan Station High School,165170,Denominator Count,Male,276
20132014,Bryan Station High School,165170,Actual Score,Male,82.2
20132014,Bryan Station High School,165170,Delivery Target,Male,
20132014,Bryan Station High School,165170,Denominator Count,Female,226
20132014,Bryan Station High School,165170,Actual Score,Female,89.8
20132014,Bryan Station High School,165170,Met Target,Female,
20132014,Bryan Station High School,165170,Numerator Count,Female,203
20132014,Bryan Station High School,165170,Delivery Target,Female,
20132014,Bryan Station High School,165170,Actual Score,White (Non-Hispanic),80.6
20132014,Bryan Station High School,165170,Denominator Count,White (Non-Hispanic),217
20132014,Bryan Station High School,165170,Delivery Target,White (Non-Hispanic),
20132014,Bryan Station High School,165170,Met Target,White (Non-Hispanic),
20132014,Bryan Station High School,165170,Numerator Count,White (Non-Hispanic),175
20132014,Bryan Station High School,165170,Delivery Target,African American,
20132014,Bryan Station High School,165170,Numerator Count,African American,187
20132014,Bryan Station High School,165170,Met Target,African American,
20132014,Bryan Station High School,165170,Actual Score,African American,89.9
20132014,Bryan Station High School,165170,Denominator Count,African American,208
20132014,Bryan Station High School,165170,Numerator Count,Hispanic,54
20132014,Bryan Station High School,165170,Actual Score,Hispanic,87.1
20132014,Bryan Station High School,165170,Denominator Count,Hispanic,62
20132014,Bryan Station High School,165170,Met Target,Hispanic,
20132014,Bryan Station High School,165170,Delivery Target,Hispanic,
20132014,Bryan Station High School,165170,Actual Score,Asian,***
20132014,Bryan Station High School,165170,Met Target,Asian,
20132014,Bryan Station High School,165170,Denominator Count,Asian,***
20132014,Bryan Station High School,165170,Delivery Target,Asian,
20132014,Bryan Station High School,165170,Numerator Count,Asian,***
20132014,Bryan Station High School,165170,Denominator Count,American Indian or Alaska Native,***
20132014,Bryan Station High School,165170,Actual Score,American Indian or Alaska Native,***
20132014,Bryan Station High School,165170,Met Target,American Indian or Alaska Native,
20132014,Bryan Station High School,165170,Delivery Target,American Indian or Alaska Native,
20132014,Bryan Station High School,165170,Numerator Count,American Indian or Alaska Native,***
20132014,Bryan Station High School,165170,Numerator Count,Native Hawaiian or Other Pacific Islander,
20132014,Bryan Station High School,165170,Denominator Count,Native Hawaiian or Other Pacific Islander,
20132014,Bryan Station High School,165170,Delivery Target,Native Hawaiian or Other Pacific Islander,
20132014,Bryan Station High School,165170,Actual Score,Native Hawaiian or Other Pacific Islander,
20132014,Bryan Station High School,165170,Met Target,Native Hawaiian or Other Pacific Islander,
20132014,Bryan Station High School,165170,Delivery Target,Two or more races,
20132014,Bryan Station High School,165170,Numerator Count,Two or more races,9
20132014,Bryan Station High School,165170,Denominator Count,Two or more races,10
20132014,Bryan Station High School,165170,Met Target,Two or more races,
20132014,Bryan Station High School,165170,Actual Score,Two or more races,90.0
20132014,Bryan Station High School,165170,Denominator Count,Migrant,
20132014,Bryan Station High School,165170,Actual Score,Migrant,
20132014,Bryan Station High School,165170,Numerator Count,Migrant,
20132014,Bryan Station High School,165170,Met Target,Migrant,
20132014,Bryan Station High School,165170,Delivery Target,Migrant,
20132014,Bryan Station High School,165170,Actual Score,Limited English Proficiency,88.2
20132014,Bryan Station High School,165170,Denominator Count,Limited English Proficiency,17
20132014,Bryan Station High School,165170,Numerator Count,Limited English Proficiency,15
20132014,Bryan Station High School,165170,Met Target,Limited English Proficiency,
20132014,Bryan Station High School,165170,Delivery Target,Limited English Proficiency,
20132014,Bryan Station High School,165170,Denominator Count,Free/Reduced-Price Meals,298
20132014,Bryan Station High School,165170,Actual Score,Free/Reduced-Price Meals,83.9
20132014,Bryan Station High School,165170,Numerator Count,Free/Reduced-Price Meals,250
20132014,Bryan Station High School,165170,Met Target,Free/Reduced-Price Meals,
20132014,Bryan Station High School,165170,Delivery Target,Free/Reduced-Price Meals,
20132014,Bryan Station High School,165170,Numerator Count,Disability-With IEP (Total),29
20132014,Bryan Station High School,165170,Delivery Target,Disability-With IEP (Total),
20132014,Bryan Station High School,165170,Actual Score,Disability-With IEP (Total),70.7
20132014,Bryan Station High School,165170,Met Target,Disability-With IEP (Total),
20132014,Bryan Station High School,165170,Denominator Count,Disability-With IEP (Total),41
20132014,Bryan Station High School,165170,Denominator Count,GAP,375
20132014,Bryan Station High School,165170,Met Target,GAP,
20132014,Bryan Station High School,165170,Numerator Count,GAP,321
20132014,Bryan Station High School,165170,Actual Score,GAP,85.6
20132014,Bryan Station High School,165170,Delivery Target,GAP,
20132014,Henry Clay High School,165039,Met Target,All Students,
20132014,Henry Clay High School,165039,Delivery Target,All Students,
20132014,Henry Clay High School,165039,Numerator Count,All Students,494
20132014,Henry Clay High School,165039,Denominator Count,All Students,533
20132014,Henry Clay High School,165039,Actual Score,All Students,92.7
20132014,Henry Clay High School,165039,Actual Score,Male,91.0
20132014,Henry Clay High School,165039,Numerator Count,Male,242
20132014,Henry Clay High School,165039,Denominator Count,Male,266
20132014,Henry Clay High School,165039,Met Target,Male,
20132014,Henry Clay High School,165039,Delivery Target,Male,
20132014,Henry Clay High School,165039,Met Target,Female,
20132014,Henry Clay High School,165039,Delivery Target,Female,
20132014,Henry Clay High School,165039,Actual Score,Female,94.4
20132014,Henry Clay High School,165039,Denominator Count,Female,267
20132014,Henry Clay High School,165039,Numerator Count,Female,252
20132014,Henry Clay High School,165039,Numerator Count,White (Non-Hispanic),304
20132014,Henry Clay High School,165039,Met Target,White (Non-Hispanic),
20132014,Henry Clay High School,165039,Actual Score,White (Non-Hispanic),92.4
20132014,Henry Clay High School,165039,Denominator Count,White (Non-Hispanic),329
20132014,Henry Clay High School,165039,Delivery Target,White (Non-Hispanic),
20132014,Henry Clay High School,165039,Actual Score,African American,92.1
20132014,Henry Clay High School,165039,Denominator Count,African American,114
20132014,Henry Clay High School,165039,Delivery Target,African American,
20132014,Henry Clay High School,165039,Numerator Count,African American,105
20132014,Henry Clay High School,165039,Met Target,African American,
